Id,Title,Closest_Title,Closest_id,Closest_similarity
fre001574,La Complainte de la Femme Coupée en Morceaux,Les Gueuletons d'une Débitrice.,fre001747,0.39615
fre001577,Le Normand et le Gascon,Le Normand et la Gascon,fre000891,0.94538
fre000027,La Matinée du Comédien Français,La Comédie des Comédiens,fre000434,0.63916
fre001576,Mélisse,Dorise,fre001885,0.99754
fre001578,Nouveau Catéchisme Poissard,Le Catéchisme Poissard.,fre001735,0.92098
fre001579,Ouverture de la Séance,Astrée,fre000817,0.52359
fre000028,Farce Nouvelle Tres Bonne et Fort Joyeuse à Trois Personnages d'un Pardonneur d'un Triacleur et d'une Tavernière,Un Bon Coeur Fait Pardonner Bien des Etourderies.,fre001600,0.60361
fre000029,Farce Nouvelle Fort Joyeuse du Pont aux Anes,Molière en Bonne Fortune,fre001465,0.46265
fre000030,Le Portier du Parnasse,Esope au Parnasse,fre001108,0.64884
fre000031,Le Prix d'un Moment,La Folle Enchère,fre000450,0.41917
fre000032,La Réception de Monseigneur le Vicomte d'Argenson,"Antoinette ou Le Retour du Marquis, Saynète",fre001471,0.40561
fre000033,La Résurrection du Sauveur,Les Revenants.,fre000991,0.43494
fre000034,Farce Nouvelle Très Bonne et Fort Joyeuse de la Resurrection de Jenin Landore,Le Faux Sincère,fre000545,0.37919
fre000035,Les Sauvages ou Le Roi Bienfaisant.,Les Sauvages,fre001231,0.66866
fre000036,Le Sérail de de Lys,Argenis et Poliarque ou Théocrine,fre000579,0.39508
fre000037,Sermon Joyeux de Bien Boire,Les Bons,fre000237,0.47678
fre001580,Théâtre de la Société de la Rue du Perron,Thérèse Raquin,fre001560,0.3958
fre000038,Vende,Orante,fre001350,0.98095
fre000039,Les Vierges Sages et les Vierges Folles,Les Folies Amoureuses,fre001212,0.49601
fre000040,Oh ! Voilà Bien le Diable !,Second Chapitre du Diable Boiteux,fre000439,0.59869
fre000041,Zélamire,Thélamire,fre001380,0.65357
fre000042,Cendrillon,Cendrillon,fre000775,1.0
fre000043,Le Chinois Poli en France,L'Orphelin de la Chine,fre001438,0.46584
fre000044,La Ressource Comique,La Guerre Comique,fre000814,0.50671
fre001462,Le Tableau Parlant,Quatrième Dialogue,fre001694,0.49499
fre001505,Mademoiselle Lange,Les Vendanges,fre000474,0.45794
fre000045,Ca n'en Est pas ou Tout ce qui Reluit n'est pas or,De la Roture,fre001590,0.38937
fre000046,La Comédie à l'Impromptu,L'Impromptu de Paris,fre000714,0.63899
fre000047,"Les Etrennes de l'Amitié, de l'Amour et de la Nature",Dialogue de l'Amour et de l'Amitié,fre001554,0.59022
fre000048,Hurlubrelu,Tamerlan,fre000902,0.5142
fre000049,Janot,Thésée,fre001113,0.99585
fre000050,Janot chez le Dégraisseur,Albert Durer,fre000062,0.42343
fre000051,Jocrisse Changé de Condition,Phalante,fre000812,0.61915
fre000052,"On Fait ce qu'on Peut, Non pas ce qu'on Veut",De l'Art de se Faire Aimer,fre001830,0.35972
fre000053,Mon Ami Naze,Jeanne de Naples,fre000898,0.4495
fre000054,Les Guêpes,Les Guèbres,fre001425,0.56407
fre000055,Le Cri de la Nature,Le Charme de la Voix,fre000365,0.57451
fre000056,Horatius Coclès.,Le Fripon Orgueilleux,fre001537,0.43898
fre001581,Lucrèce,Lucrèce,fre000587,1.0
fre000057,L'Héroïne Américaine,Léandre et Héro,fre000853,0.40175
fre000058,Le Centenaire de Molière,La Mort de Molière,fre000420,0.78369
fre000060,La Pucelle d'Orléans,La Pucelle d'Orléans,fre000059,1.0
fre000059,La Pucelle d'Orléans,La Pucelle d'Orléans,fre000060,1.0
fre001506,Hommage à Racine vers Dits par Madame Provost-Ponsin au Théâtre Français Représentation du 21 Décembre 1871 232ème Anniversaire de la Naissance de Racine,La Métromanie ou Le Poète Comédie en Cinq Actes et en vers,fre001121,0.53294
fre000061,L'Ecole Tragique ou Cadet Roussel Maitre de Déclamation,Le Professeur de Déclamation,fre000716,0.50827
fre000062,Albert Durer,Le Procès du Baiser,fre001896,0.43653
fre000063,La Comédie au Chateau,La Comédie,fre000973,0.63788
fre000064,L'Epreuve,L'Epreuve,fre000671,1.0
fre000065,Dorothée,Galathée,fre000418,0.49132
fre000066,La Musicomanie,La Boite A Musique,fre000774,0.47239
fre001582,La Mort de Caton,Mort de Caton,fre001558,0.76787
fre000067,"Dipné, Infante D'Irlande. Tragédie",Tragédie de la Reine d'Ecosse,fre001030,0.44121
fre000068,Geneviève ou L'Innocence Reconnue Tragédie Chrétienne,Geneviève ou L'Innocence Reconnue Tragédie,fre000069,0.84671
fre000069,Geneviève ou L'Innocence Reconnue Tragédie,Geneviève ou L'Innocence Reconnue Tragédie Chrétienne,fre000068,0.84671
fre000070,Le Coligny,La Colombe,fre000690,0.47827
fre001823,Vautrin,Dynamis,fre000584,0.99473
fre000071,Ancien Pierrot,La Noce de Pierrot,fre000829,0.73582
fre001825,Feuilleton d'Aristophane,Phèdre et Hippolyte,fre001148,0.4976
fre001826,La Perle,Béverlei,fre001321,0.50306
fre001824,Le Beau Léandre,Héro et Léandre,fre000648,0.77096
fre001583,Les Fourberies de Nérine,Les Aventures de Ninette,fre000018,0.43071
fre000072,Mascarade de la Foire Saint-Germain,La Foire Saint Germain,fre000449,0.67939
fre000075,Arlequin Misanthrope,Le Misanthrope,fre001019,0.71762
fre000073,Les Fées ou Les Contes de ma Mère L'Oye.,Les Fées.,fre000444,0.58223
fre000074,Pasquin et Marforio.,Fantasio,fre001769,0.44243
fre001584,La Fontaine de Sapience,Gibier de Potence,fre001878,0.46805
fre000076,Le Faucon,"L'Oiseau Bleu, Saynète",fre001516,0.40798
fre000077,La Mort de César,La Mort de César,fre001349,1.0
fre000078,L'Ombre de Molière,L'Ombre de Molière,fre000200,1.0
fre000079,Célinde,Zélinde,fre000514,0.93427
fre000080,Clarimonde,Phalante,fre000812,0.55667
fre000081,La Clorise,La Claque ! la Claque !,fre001623,0.50775
fre000082,La Parthénie,Galathée,fre000418,0.49398
fre000083,Le Prince Fugitif,Le Prince Corsaire.,fre001335,0.48524
fre000084,Saint Eustache Martyr,Polyeucte Martyr,fre000345,0.6733
fre000085,La Rapinière,Alcionée,fre000577,0.44996
fre001585,L'Opéra de Province,Le Fat de Province,fre001275,0.55832
fre000086,Candide Marié,Le Bon Mari,fre001534,0.63652
fre001827,Colombine Mannequin,Arlequin Journaliste,fre000297,0.55558
fre000087,Le Mariage de Scarron,Nuit de Noces,fre000830,0.53791
fre001828,Le Bout de l'An de l'Amour,Le Bout de l'An,fre001658,0.77295
fre001829,Le Jardinier et son Seigneur,Le Galant Jardinier,fre000452,0.51632
fre001586,L'Amateur,L'Auteur et l'Amateur,fre001531,0.63602
fre001801,De l'Adresse,Une Fausse Invite,fre001112,0.40656
fre001802,De l'Ajustement,Janot chez le Dégraisseur,fre000050,0.36601
fre001830,De l'Art de se Faire Aimer,Dialogue de l'Amour et de l'Amitié,fre001554,0.6291
fre001839,De l'Entrevue Amoureuse,Premier Amour,fre000133,0.67542
fre001840,De l'Entrevue Politique,De l'Entrevue Amoureuse,fre001839,0.62672
fre001817,De l'Exhortation,Une Messe,fre001673,0.44289
fre001841,De l'Exil,L'Etranger,fre000252,0.46584
fre001844,De l'Inclination Bizarre,Le Mystérieux,fre001287,0.44542
fre001845,De l'Indulgenece,Scévole,fre000590,0.47588
fre001807,De la Belle Resistance,Les Revenants.,fre000991,0.40268
fre001809,De la Belle Taille,Des Tailles Contestées,fre001853,0.49915
fre001811,De la Campagne,Huit Jours à la Campagne,fre001785,0.70616
fre001834,De la Cérémonie,Nuit de Noces,fre000830,0.53604
fre001835,De la Colère,La Rancune,fre001232,0.50748
fre001814,De la Contrariété,Le Mariage Forcé,fre001015,0.55262
fre001587,De la Curiosité,De la Pudeur,fre001820,0.52137
fre001837,De la Danse,Juliette ou La Danseuse,fre001497,0.66804
fre001815,De la Discrétion,Le Distrait,fre001629,0.54276
fre001838,De la Dissimulation,La Dissipatrice ou Le Legs,fre000670,0.4626
fre001842,De la Feintise,La Ceinture Magique,fre001257,0.34525
fre001589,De la Guerre,Qui Femme A Guerre A,fre000202,0.61526
fre001847,De la Mémoire,Esther,fre000585,0.42247
fre001820,De la Pudeur,De la Curiosité,fre001587,0.52137
fre001849,De la Raillerie,La Rapinière,fre000085,0.44803
fre001590,De la Roture,Les Lacènes,fre001048,0.40248
fre001852,De la Simplicité des Habits,Le Bon Ménage,fre000645,0.37054
fre001819,De Libre Abord,Troisième Dialogue,fre001697,0.43092
fre001804,Des Beaux Cheveux,L'Amour Pris aux Cheveux,fre000660,0.57561
fre001805,Des Beaux Yeux,Dialogue des Yeux et de la Bouche,fre001503,0.61644
fre001808,Des Balles Mains,Les Bracelets,fre000414,0.46573
fre001843,Des Fleurs,Le Mariage des Fleurs,fre001526,0.74619
fre001588,Des Fontaines et des Ruisseaux,L'Ane et le Ruisseau,fre001054,0.6087
fre001853,Des Tailles Contestées,De la Belle Taille,fre001809,0.49915
fre001591,Des Vendanges,Les Vendanges,fre000474,0.98473
fre001831,Du Badinage,Monsieur Badin,fre000393,0.67845
fre001803,Du Bal,Le Bal,fre000236,0.99508
fre001832,Du Beau Rendez-vous,Le Tête-à-tête,fre001342,0.56959
fre001833,Du Beau Sein,Le Luxurieux,fre000727,0.52376
fre001806,Du Bel Esprit,Crispin Bel Esprit,fre001457,0.65829
fre001810,Du Bon Office,Le Bon Père,fre000646,0.41972
fre001812,Du Compérage,Le Petit Maître Corrigé,fre000945,0.40387
fre001813,Du Compliment,Le Compliment,fre001520,0.98935
fre001836,Du Cours,La Première Leçon,fre001542,0.63378
fre001816,Du Duel,Le Duel,fre000975,0.99076
fre001818,Du Festin,Le Festin de Pierre,fre000374,0.65313
fre001846,Du Mauvais Choix,Le Négligent,fre000551,0.3673
fre001848,Du Procès,Les Couplets en Procès,fre000523,0.61348
fre001850,Du Retour des Esprits,Les Revenants.,fre000991,0.57323
fre001851,Du Roman,Les Héros de Roman,fre000147,0.7487
fre000088,Molière au Théâtre,L'Illustre Théâtre,fre000481,0.66958
fre000089,L'Autre Tartuffe,Le Tartuffe,fre001026,0.78551
fre000090,Le Barbier de Séville ou La Précaution Inutile,Le Barbier de Bagdad,fre001095,0.47744
fre000091,L'Amour Quêteur,Amour pour Amour,fre001775,0.5558
fre000092,La Cacophonie,Corine ou Le Silence,fre001884,0.37651
fre000093,Les Libellistes,Les Lilas Blancs,fre001822,0.47001
fre000094,"Le Ramoneur Prince, et le Prince Ramoneur",Thésée ou Le Prince Reconnu,fre001157,0.49711
fre000095,Le Sculpteur,La Statue.,fre000274,0.51505
fre000096,Vénus Pélerine,Ma Poupée,fre000168,0.4816
fre001463,Les Corbeaux Drame en Quatre Actes et en Prose,Domino à Quatre Comédie en un Acte et en Prose,fre000097,0.66513
fre000097,Domino à Quatre Comédie en un Acte et en Prose,"Les Souhaits, Comédie en un Acte",fre001221,0.7278
fre001464,L'Enlèvement Comédie en Trois Actes,Domino à Quatre Comédie en un Acte et en Prose,fre000097,0.68234
fre000098,Une Exécution,Une Opération Magistrale,fre001475,0.46332
fre001507,Les Honnêtes Femmes Comédie en un Acte,Domino à Quatre Comédie en un Acte et en Prose,fre000097,0.68298
fre000099,La Mère,La Bonne Mère,fre000688,0.81683
fre000100,Veuve !,Gustave !,fre001519,0.84597
fre001607,Antigone,Antigone,fre001869,1.0
fre001929,Les Chasseurs et l'Ours,L'Ours,fre001486,0.65642
fre001511,Docteur Cornibus,Marius à Cirte,fre000760,0.41885
fre001513,Guignol en Enfer,Phalante,fre000812,0.50037
fre001512,Guignol et la Cabaretière,La Cabale,fre001302,0.54842
fre001516,"L'Oiseau Bleu, Saynète",Eux ! Saynète,fre001544,0.52685
fre001515,"La Nuit de Noël, Comédie",La Comédie,fre000973,0.64442
fre001508,Le Baptême d'une Rose,La Lettre Rose,fre001891,0.5166
fre001510,"Les Deux Pigeonnes, Comédie",Les Honnêtes Femmes Comédie en un Acte,fre001507,0.52029
fre001613,Les Noces de Polichinelle,Nuit de Noces,fre000830,0.58963
fre001612,Propriétaire et Locataire,Propriétaire et Locataire,fre001592,1.0
fre001514,"Ma Soeur Claire, Comédie",La Soeur,fre001919,0.59017
fre001592,Propriétaire et Locataire,Propriétaire et Locataire,fre001612,1.0
fre001509,"Un Bon Placement, Comédie",La Comédie,fre000973,0.57375
fre000101,Cléopâtre,Cléopâtre Captive,fre000786,0.71123
fre000102,La Mort d'Achille et la Dispute de ses Armes,La Mort d'Achille,fre000383,0.59219
fre000103,La Journée des Dupes,La Joueuse Dupée,fre000828,0.49959
fre001593,L'Album,L'Obsession,fre000412,0.47546
fre000115,Brutus,Porus,fre000198,0.99785
fre000116,"Laodamie, Reine D'Epire.","Pyrrhus, Roi d'Epire",fre000386,0.53864
fre000104,Madame de Valdaunaie,"Tel Maître, Tel Valet",fre000574,0.42227
fre001471,"Antoinette ou Le Retour du Marquis, Saynète",Le Marquis Ridicule,fre001334,0.58723
fre001594,"Daisy, Pièce en un Acte","Le Prétendant, Pièce en un Acte",fre000113,0.69323
fre001595,"Deux Pêcheurs en Eau Claire, Comédie","Ma Soeur Claire, Comédie",fre001514,0.54245
fre000105,"Un Dramaturge en Plein Labeur, Comédie","Les Souhaits, Comédie en un Acte",fre001221,0.57772
fre000106,"L'Ecole du Piston, Comédie",Sortie de la Comédie Française,fre000272,0.49453
fre000107,"L'Etrangleuse, Pièce en un Acte","Daisy, Pièce en un Acte",fre001594,0.59575
fre001472,"Un Garçon de Dix-Huit Ans, Saynète","Victor, ou L'Enfant de la Forêt",fre001125,0.43697
fre001473,"Un Homme dans la Maison, Comédie",Dialogue entre l'Auteur et un Homme de Goût dans Théâtre Moral ou Pièces Dramatiques Nouvelles,fre000415,0.49322
fre001597,"Je Vais m'en Aller, Comédie en un Acte",Domino à Quatre Comédie en un Acte et en Prose,fre000097,0.64632
fre001596,"La Petite Femme de Loth, Opéra-Bouffe",Critique à L'Opéra-Comique,fre001901,0.48114
fre001517,"Le Cambrioleur, Saynète",Eux ! Saynète,fre001544,0.53719
fre001598,"Le Radeau de la Méduse, Comédie en un Acte",La Métromanie ou Le Poète Comédie en Cinq Actes et en vers,fre001121,0.5861
fre001599,"Le Seul Bandit du Village, Vaudeville",L'Opéra de Village,fre000464,0.3954
fre001474,La Maison du Crime,Le Pain du Ménage,fre001786,0.32209
fre000108,"Un Mystère sans Importance, Comédie","Le Distrait, Comédie",fre001209,0.65215
fre000109,Le Narcotique,"Cocatrix, Tragédie Amphigourique.",fre000317,0.46336
fre001475,Une Opération Magistrale,Le Tambour Magistrat.,fre001760,0.49574
fre000110,"La Partie de Bridge, Comédie",La Comédie,fre000973,0.56432
fre000111,Les Pieds Nickelés,Les Scythes,fre001444,0.41076
fre000112,"Les Plaisirs du Dimanche, Comédie",La Comédie,fre000973,0.58593
fre000113,"Le Prétendant, Pièce en un Acte","Le Prétendant, Pièce en un Acte",fre000114,1.0
fre000114,"Le Prétendant, Pièce en un Acte","Le Prétendant, Pièce en un Acte",fre000113,1.0
fre001603,L'Incendie,L'Incendie,fre001484,1.0
fre001604,La Petite Glaneuse,La Petite Princesse,fre001721,0.41757
fre001605,La Vanité Punie,La Trahison Punie,fre000471,0.53008
fre001601,Le Congé,Tancrède,fre001448,0.43463
fre001602,Le Déserteur,L'Ile Déserte,fre001652,0.48561
fre001600,Un Bon Coeur Fait Pardonner Bien des Etourderies.,Farce Nouvelle Tres Bonne et Fort Joyeuse à Trois Personnages d'un Pardonneur d'un Triacleur et d'une Tavernière,fre000028,0.60361
fre001518,Le Jugement de Job et d'Uranie,Le Procès du Baiser,fre001896,0.39146
fre001606,L'Anglais à Paris,Momus à Paris,fre000612,0.64767
fre000117,A la Mer !,L'Air de la Mer,fre001676,0.64061
fre000118,L'Homme qui A Tué la Mort,Un Monsieur qui Est Condamné à Mort,fre000633,0.68132
fre000119,Céline ou Les Frères Rivaux.,Les Trois Freres Rivaux,fre000827,0.69038
fre000120,Abraham Sacrifiant,Didon se Sacrifiant,fre000787,0.81863
fre000122,L'Ecole Galante,Les Muses Galantes,fre001262,0.59057
fre000121,Les Comédiens Esclaves,La Belle Esclave,fre000556,0.63392
fre000123,Les Enfants Trouvés,Les Enfants,fre000629,0.58172
fre000126,Agnès de Chaillot,Le Faucon,fre000076,0.38835
fre000127,Arlequin Gentilhomme par Hasard,"Arlequin, Homme à Bonnes Fortunes.",fre001203,0.60695
fre000128,La Foire Galante le Mariage d'Arlequin,Isabelle Arlequin,fre000611,0.48871
fre000129,Oedipe Travesti,Le Prince Travesti,fre000947,0.67844
fre000124,Arcagambis,Amarillis,fre001238,0.55259
fre000125,La Bonne Femme,La Bonne Mère,fre000688,0.59785
fre000130,Sémiramis,Sémiramis,fre000403,1.0
fre000131,Le Séducteur,Une Séduction,fre001501,0.76134
fre000132,Vercingentorixe,L'Obelixe,fre000166,0.42078
fre001854,Le Premier Billet Monologue,Chansons et Monologues,fre001859,0.7397
fre001519,Gustave !,Veuve !,fre000100,0.84597
fre000133,Premier Amour,Amour pour Amour,fre001775,0.88759
fre000136,Le Pleureur Malgré Lui,Le Médecin Malgré Lui,fre001016,0.47664
fre000134,Hirza,Phaza,fre000724,0.80015
fre000135,Washington ou La Liberté du Nouveau Monde,Le Nouveau Né,fre001821,0.43119
fre000138,"Les Boîtes, ou La Conspiration des Mouchoirs, Divertissement-Vaudeville",Le Mouchoir,fre000634,0.58646
fre000137,Gilles Tout Seul,Arlequin Tout Seul,fre000564,0.56461
fre000139,Les Druides,La Rissolle et Merlin,fre001858,0.48711
fre000140,Lou Supplice d'un Paysan,Le Petit Paysan Hardi.,fre000985,0.44425
fre001465,Molière en Bonne Fortune,Molière en Bonne Fortune,fre000142,1.0
fre000142,Molière en Bonne Fortune,Molière en Bonne Fortune,fre001465,1.0
fre000143,La Petite Rosange,La Rosière de Salency,fre000699,0.50858
fre000141,Le Barbier de Pézenas,Le Barbier de Bagdad,fre001095,0.59944
fre000144,Visite à Corneille,Pierre Corneille,fre001691,0.83928
fre001614,"Arlequin, Roi de la Lune","Arlequin Empereur dans la Lune, Comédie",fre001455,0.78493
fre000145,Jésus-Christ,Madeleine,fre001559,0.40536
fre000146,Le Siège de Paris,Momus à Paris,fre000612,0.79034
fre000147,Les Héros de Roman,Du Roman,fre001851,0.7487
fre000148,L'Amant Ridicule,Les Amants Magnifiques,fre000993,0.62028
fre000149,La Belle Invisible,L'Amour Secret,fre001135,0.5209
fre000150,Cassandre,Anaxandre,fre000578,0.69419
fre000151,Les Rivaux Amis,Les Deux Amis,fre000245,0.71425
fre000152,L'Apologie du Siècle,"Nouveau Prologue, et Nouveaux Divertissements",fre000427,0.43381
fre000153,L'Auteur Superstitieux,L'Auteur Avantageux.,fre000233,0.41393
fre000154,Le Babillard,Colin-Maillard.,fre000433,0.51111
fre000155,Le Comte de Neuilly,Le Marquis Ernest,fre001867,0.33832
fre000156,La Critique,La Recommandation,fre000269,0.50139
fre000157,Les Dehors Trompeurs,"Arlequin aux Enfers, Comédie",fre001202,0.42092
fre000158,Le Français à Londres,L'Anglais à Paris,fre001606,0.61999
fre000159,La Frivolité,L'Opiniâtre,fre001622,0.48023
fre000160,L'Homme du Jour,Les Hommes,fre001304,0.53239
fre000161,Le je ne Sais quoi,On ne Saurait Penser à Tout,fre001773,0.34766
fre000162,Le Médecin par Occasion,L'Amour Médecin,fre000994,0.54845
fre000163,Le Plagiaire,Les Plaideurs,fre001198,0.53975
fre000164,Le Rival Favorable,Le Favori,fre000489,0.47369
fre000165,La Vie Est un Songe,Les Songes,fre001296,0.67916
fre001855,Anicroche,Pulchérie,fre000346,0.5765
fre001856,Porte-Veine,Attila,fre000323,0.4863
fre001615,Un Amour Parisien,Printemps Parisien,fre001788,0.68166
fre000166,L'Obelixe,L'Officier du Gobelet,fre000261,0.44048
fre001616,Le Rosier du Cinquième,La Rosière de Salency,fre000699,0.55929
fre000167,Après le Divorce,Le Divorce,fre001637,0.92793
fre000168,Ma Poupée,La Poupée.,fre000988,0.9678
fre001617,Le Gentilhomme Campagnard,Le Campagnard,fre000710,0.778
fre001618,Le Monde Renversé,Le Miracle Raté,fre001718,0.36465
fre000169,Le Quinze Janvier,Un Gamin de Cinquante-Huit Ans.,fre001744,0.41819
fre000170,Hommage à Racine,A Jean Racine,fre001644,0.75466
fre000171,Champagne le Coiffeur,Des Beaux Cheveux,fre001804,0.44273
fre001857,Michel Lando,Zoroastre,fre000208,0.56016
fre000172,René-Descartes.,Turcaret,fre001893,0.33669
fre000173,La Comédie sans Titre,La Comédie sans Comédie,fre001169,0.73568
fre000174,Les Deux Frères Gémeaux,Le Cercle ou Les Originaux,fre001096,0.48248
fre000175,Esope à la Cour,Phalante,fre000812,0.55965
fre000176,La Fête de la Seine,La Pucelle d'Orléans,fre000060,0.39395
fre000177,Germanicus,Régulus,fre000516,0.66285
fre000178,Le Jaloux Endormi,Le Jaloux Honteux,fre000546,0.59826
fre000179,Marie Stuard,Marie Stuard Reine d'Ecosse,fre001934,0.70073
fre000180,Le Médecin Volant,Le Médecin Volant,fre001017,1.0
fre000181,Le Mort Vivant,Les Morts Vivants,fre001286,0.8644
fre000182,Les Mots à la Mode,La Modestie,fre001285,0.55315
fre001858,La Rissolle et Merlin,Les Druides,fre000139,0.48711
fre000183,Le Portrait du Peintre,Le Portrait,fre000267,0.64937
fre000184,La Satire des Satires,La Critique du Tartuffe,fre001405,0.41276
fre000186,Agamemnon,Agamemnon,fre001357,1.0
fre000187,Les Amours de Jupiter et de Sémélé,Les Amours de Diane et d'Endymion,fre000705,0.56331
fre000188,Aristodème,Feuilleton d'Aristophane,fre001825,0.47287
fre000189,Artaxerce,Artaxerce,fre000872,1.0
fre000190,Clotilde,Herménégilde,fre000809,0.5357
fre000191,Fédéric,Genseric,fre000487,0.89817
fre000192,Le Jeune Marius,Le Jeune Docteur,fre001339,0.43785
fre000193,Judith,Ariane,fre000360,0.99998
fre000194,Lisimène ou La Jeune Bergère,La Cour Bergère,fre000911,0.57534
fre000195,La Mort des Enfants de Brute,La Mort des Enfants d'Hérode,fre000808,0.56691
fre000196,Oropaste ou Le Faux Tonaxare,Artaxerxe,fre000897,0.47557
fre000197,La Porcie Romaine,La Forte Romaine,fre001394,0.49658
fre000198,Porus,Brutus,fre000115,0.99785
fre000199,Tyridate,Tiridate,fre001454,0.92559
fre000185,Caton,Louison,fre001771,0.99873
fre001619,La Noce de Village,La Noce de Village,fre001779,1.0
fre000200,L'Ombre de Molière,L'Ombre de Molière,fre000078,1.0
fre000201,Compter sans son Hôte,L'Hôte et l'Hôtesse,fre001426,0.46198
fre000202,Qui Femme A Guerre A,De la Guerre,fre001589,0.61526
fre000203,L'Aveugle Clairvoyant,L'Aveugle Avare,fre001532,0.60227
fre000204,Le Turne de Virgile,Les Bottes de Tourillon.,fre001731,0.44888
fre001859,Chansons et Monologues,Le Premier Billet Monologue,fre001854,0.7397
fre001453,Les Empiriques,Artaxerce,fre000189,0.43304
fre001622,L'Opiniâtre,La Frivolité,fre000159,0.48023
fre001621,Les Embarras du Derrière du Théâtre,Les Lacènes,fre001048,0.58333
fre000205,L'Avocat Patelin,Chez l'Avocat,fre001660,0.66855
fre001620,Le Concert Ridicule,Le Marquis Ridicule,fre001334,0.65375
fre000206,Racine chez Corneille,Pierre Corneille,fre001691,0.87692
fre001930,Le Château-Yquem,Monsieur de Pourceaugnac,fre001020,0.41948
fre001623,La Claque ! la Claque !,Les Claqueurs,fre001082,0.67226
fre000207,Le Souper de Molière,La Soubrette de Molière,fre000795,0.73025
fre001624,L'Algérien,La Juive de Constantine,fre001689,0.40502
fre000208,Zoroastre,Phalante,fre000812,0.80192
fre000209,L'Egoïsme,Wihlem-Tell,fre001800,0.40929
fre000210,Les Tragédies de M. de Voltaire,La Critique de la Tragédie Charles Ix de Chénier,fre001097,0.56958
fre001625,Alcibiade,Alcibiade,fre000217,1.0
fre000211,Les Deux Educations,Les Deux Billets,fre000647,0.47054
fre000212,La Ferme Partagée,L'Appartement à Louer.,fre001094,0.3696
