Nom,Genre,Date,Nombre actes,Nombre de scenes,Acte 1,Acte 2,Acte 3,Acte 4,Acte 5,Piece,Personnages
A Laver la Tête d'Ane on y Perd sa Lessive,Proverbe,1699,1,4,"[{'#monsieur-de-formont', '#monsieur-pedanta', '#le-gouverneur'}, {'#monsieur-de-formont', '#monsieur-pedanta', '#le-comte'}, {'#mademoiselle-demeris', '#le-comte'}, {'#monsieur-le-comte', '#monsieur-de-formont', '#marinette', '#mademoielle-demeris', '#monsieur-pedanta', '#le-vicomte', '#monsieur-le-vicomte', '#monsieur-le-vlcomte', '#le-comte'}]",[],[],[],[],"[{'#monsieur-de-formont', '#monsieur-pedanta', '#le-gouverneur'}, {'#monsieur-de-formont', '#monsieur-pedanta', '#le-comte'}, {'#mademoiselle-demeris', '#le-comte'}, {'#monsieur-le-comte', '#monsieur-de-formont', '#marinette', '#mademoielle-demeris', '#monsieur-pedanta', '#le-vicomte', '#monsieur-le-vicomte', '#monsieur-le-vlcomte', '#le-comte'}]","{'#monsieur-le-comte', '#monsieur-de-formont', '#marinette', '#mademoielle-demeris', '#monsieur-pedanta', '#le-gouverneur', '#le-vicomte', '#monsieur-le-vicomte', '#monsieur-le-vlcomte', '#mademoiselle-demeris', '#le-comte'}"
"A Trompeur, Trompeur et Demi",Proverbe,1768,1,6,"[{'#monsieur-du-bouloir', '#lapierre'}, {'#le-chevalier', '#monsieur-du-bouloir'}, {'#le-chevalier', '#monsieur-du-bouloir', '#lapierre'}, {'#madame-de-rupert', '#monsieur-du-bouloir'}, {'#madame-de-rupert', '#monsieur-du-bouloir', '#lapierre'}, {'#madame-de-rupert', '#le-chevalier', '#monsieur-du-bouloir', '#lapierre'}]",[],[],[],[],"[{'#monsieur-du-bouloir', '#lapierre'}, {'#le-chevalier', '#monsieur-du-bouloir'}, {'#le-chevalier', '#monsieur-du-bouloir', '#lapierre'}, {'#madame-de-rupert', '#monsieur-du-bouloir'}, {'#madame-de-rupert', '#monsieur-du-bouloir', '#lapierre'}, {'#madame-de-rupert', '#le-chevalier', '#monsieur-du-bouloir', '#lapierre'}]","{'#madame-de-rupert', '#le-chevalier', '#monsieur-du-bouloir', '#lapierre'}"
Adélaïde ou Les Combats de l'Amour et du Préjugé,Proverbe,1785,1,10,"[{'#justine', '#adelaïde'}, {'#justine', '#la-fleur', '#adelaïde'}, {'#justine', '#adelaïde'}, {'#justine'}, {'#justine', '#monsieur-de-fontalbanne'}, {'#monsieur-de-fontalbanne', '#adelaïde'}, {'#justine', '#adelaïde'}, {'#adelaïde'}, {'#dorval', '#adelaïde'}, {'#le-comte-d-oronville', '#monsieur-de-fontalbanne', '#adelaïde'}]",[],[],[],[],"[{'#justine', '#adelaïde'}, {'#justine', '#la-fleur', '#adelaïde'}, {'#justine', '#adelaïde'}, {'#justine'}, {'#justine', '#monsieur-de-fontalbanne'}, {'#monsieur-de-fontalbanne', '#adelaïde'}, {'#justine', '#adelaïde'}, {'#adelaïde'}, {'#dorval', '#adelaïde'}, {'#le-comte-d-oronville', '#monsieur-de-fontalbanne', '#adelaïde'}]","{'#justine', '#la-fleur', '#adelaïde', '#le-comte-d-oronville', '#dorval', '#monsieur-de-fontalbanne'}"
Alménorade,Proverbe,1771,1,5,"[{'#le-souffleur', '#hassan', '#le-sultan'}, {'#almenorade', '#le-sultan'}, {'#almenorade', '#elmire'}, {'#orcanor', '#almenorade'}, {'#almenorade', '#le-souffleur', '#orcanor', '#le-sultan'}]",[],[],[],[],"[{'#le-souffleur', '#hassan', '#le-sultan'}, {'#almenorade', '#le-sultan'}, {'#almenorade', '#elmire'}, {'#orcanor', '#almenorade'}, {'#almenorade', '#le-souffleur', '#orcanor', '#le-sultan'}]","{'#almenorade', '#orcanor', '#le-souffleur', '#le-sultan', '#elmire', '#hassan'}"
Bonne Renomée Vaut Mieux que Ceinture Dorée,Proverbe,1699,1,2,"[{'#philinte', '#licidor'}, {'#philinte', '#mariane', '#elise', '#licidor'}]",[],[],[],[],"[{'#philinte', '#licidor'}, {'#philinte', '#mariane', '#elise', '#licidor'}]","{'#philinte', '#mariane', '#elise', '#licidor'}"
Ca n'en Est pas ou Tout ce qui Reluit n'est pas or,Proverbe,1779,1,23,"[{'#dodinet', '#janot'}, {'#janot'}, {'#janot', '#ragot'}, {'#janot'}, {'#janot', '#simon'}, {'#janot'}, {'#dodinet', '#janot'}, {'#ragot', '#madame-ragot'}, {'#ragot', '#simon'}, {'#dodinet', '#perrette'}, {'#janot'}, {'#dodinet', '#janot'}, {'#janot'}, {'#janot', '#ragot', '#l-orfevre'}, {'#ragot'}, {'#dodinet', '#ragot', '#madame-ragot'}, {'#ragot', '#perrette', '#madame-ragot', '#suzon'}, {'#janot', '#perrette', '#madame-ragot', '#suzon'}, {'#janot', '#simon', '#ragot'}, {'#le-cabaretier', '#dodinet', '#le-notaire', '#madame-ragot', '#ragot', '#simon', '#suzon', '#perrette'}, {'#janot'}, {'#dodinet', '#janot'}, {'#janot', '#le-philosophe'}]",[],[],[],[],"[{'#dodinet', '#janot'}, {'#janot'}, {'#janot', '#ragot'}, {'#janot'}, {'#janot', '#simon'}, {'#janot'}, {'#dodinet', '#janot'}, {'#ragot', '#madame-ragot'}, {'#ragot', '#simon'}, {'#dodinet', '#perrette'}, {'#janot'}, {'#dodinet', '#janot'}, {'#janot'}, {'#janot', '#ragot', '#l-orfevre'}, {'#ragot'}, {'#dodinet', '#ragot', '#madame-ragot'}, {'#ragot', '#perrette', '#madame-ragot', '#suzon'}, {'#janot', '#perrette', '#madame-ragot', '#suzon'}, {'#janot', '#simon', '#ragot'}, {'#le-cabaretier', '#dodinet', '#le-notaire', '#madame-ragot', '#ragot', '#simon', '#suzon', '#perrette'}, {'#janot'}, {'#dodinet', '#janot'}, {'#janot', '#le-philosophe'}]","{'#le-cabaretier', '#dodinet', '#janot', '#le-notaire', '#madame-ragot', '#ragot', '#simon', '#l-orfevre', '#le-philosophe', '#suzon', '#perrette'}"
Compter sans son Hôte,Proverbe,1888,1,10,"[{'#la-duchesse', '#le-marquis'}, {'#la-duchesse'}, {'#la-duchesse', '#le-marquis'}, {'#le-marquis'}, {'#lucy', '#le-marquis'}, {'#lucy', '#le-marquis'}, {'#la-duchesse', '#le-marquis'}, {'#la-duchesse'}, {'#la-duchesse', '#lucy'}, {'#la-duchesse', '#lucy', '#le-marquis'}]",[],[],[],[],"[{'#la-duchesse', '#le-marquis'}, {'#la-duchesse'}, {'#la-duchesse', '#le-marquis'}, {'#le-marquis'}, {'#lucy', '#le-marquis'}, {'#lucy', '#le-marquis'}, {'#la-duchesse', '#le-marquis'}, {'#la-duchesse'}, {'#la-duchesse', '#lucy'}, {'#la-duchesse', '#lucy', '#le-marquis'}]","{'#la-duchesse', '#lucy', '#le-marquis'}"
Condamner sans Entendre. ou La Statue.,Proverbe,1768,1,11,"[{'#le-marquis'}, {'#le-baron', '#le-marquis'}, {'#le-baron', '#la-comtesse'}, {'#mademoiselle-de-richeviere', '#la-comtesse'}, {'#le-chevalier', '#la-comtesse'}, {'#le-chevalier', '#mademoiselle-de-richeviere'}, {'#mademoiselle-de-richeviere', '#le-chevalier', '#le-baron', '#le-marquis'}, {'#le-chevalier', '#le-laquais', '#mademoiselle-de-richeviere'}, {'#le-baron', '#le-marquis'}, {'#le-baron', '#la-comtesse', '#le-marquis'}, {'#le-marquis', '#mademoiselle-de-richeviere', '#la-comtesse'}]",[],[],[],[],"[{'#le-marquis'}, {'#le-baron', '#le-marquis'}, {'#le-baron', '#la-comtesse'}, {'#mademoiselle-de-richeviere', '#la-comtesse'}, {'#le-chevalier', '#la-comtesse'}, {'#le-chevalier', '#mademoiselle-de-richeviere'}, {'#mademoiselle-de-richeviere', '#le-chevalier', '#le-baron', '#le-marquis'}, {'#le-chevalier', '#le-laquais', '#mademoiselle-de-richeviere'}, {'#le-baron', '#le-marquis'}, {'#le-baron', '#la-comtesse', '#le-marquis'}, {'#le-marquis', '#mademoiselle-de-richeviere', '#la-comtesse'}]","{'#le-chevalier', '#le-laquais', '#la-comtesse', '#le-marquis', '#le-baron', '#mademoiselle-de-richeviere'}"
"Finot, ou L'Ancien Portier de M. de Bièvre.",Proverbe,1798,1,13,"[{'#finot'}, {'#plaisantin', '#double-sens', '#barbe', '#finot', '#madme-cocasse'}, {'#barbe'}, {'#barbe', '#taxe'}, {'#madme-cocasse', '#barbe', '#taxe'}, {'#madme-cocasse', '#barbe', '#finot', '#taxe'}, {'#finot', '#taxe'}, {'#grapin', '#finot', '#taxe'}, {'#taxe'}, {'#plaisantin', '#taxe'}, {'#plaisantin', '#finot'}, {'#madme-cocasse', '#plaisantin', '#taxe'}, {'#plaisantin', '#double-sens', '#barbe', '#finot', '#madme-cocasse', '#taxe'}]",[],[],[],[],"[{'#finot'}, {'#plaisantin', '#double-sens', '#barbe', '#finot', '#madme-cocasse'}, {'#barbe'}, {'#barbe', '#taxe'}, {'#madme-cocasse', '#barbe', '#taxe'}, {'#madme-cocasse', '#barbe', '#finot', '#taxe'}, {'#finot', '#taxe'}, {'#grapin', '#finot', '#taxe'}, {'#taxe'}, {'#plaisantin', '#taxe'}, {'#plaisantin', '#finot'}, {'#madme-cocasse', '#plaisantin', '#taxe'}, {'#plaisantin', '#double-sens', '#barbe', '#finot', '#madme-cocasse', '#taxe'}]","{'#grapin', '#plaisantin', '#double-sens', '#barbe', '#finot', '#madme-cocasse', '#taxe'}"
Il ne Faut Jurer de Rien,Proverbe,1836,3,8,"[{'#van-buck', '#valentin'}, {'#l-abbe', '#la-baronne', '#cecile', '#van-buck', '#le-maitre-de-danse'}]","[{'#cecile', '#van-buck', '#valentin'}, {'#l-abbe', '#la-baronne', '#cecile', '#van-buck', '#un-domestique'}]","[{'#un-garçon', '#le-garçon', '#l-aubergiste', '#van-buck', '#valentin'}, {'#la-baronne', '#l-abbe', '#cecile'}, {'#la-baronne', '#van-buck', '#l-abbe', '#valentin'}, {'#l-abbe', '#cecile', '#la-baronne', '#van-buck', '#valentin'}]",[],[],"[{'#van-buck', '#valentin'}, {'#l-abbe', '#la-baronne', '#cecile', '#van-buck', '#le-maitre-de-danse'}, {'#cecile', '#van-buck', '#valentin'}, {'#l-abbe', '#la-baronne', '#cecile', '#van-buck', '#un-domestique'}, {'#un-garçon', '#le-garçon', '#l-aubergiste', '#van-buck', '#valentin'}, {'#la-baronne', '#l-abbe', '#cecile'}, {'#la-baronne', '#van-buck', '#l-abbe', '#valentin'}, {'#l-abbe', '#cecile', '#la-baronne', '#van-buck', '#valentin'}]","{'#un-garçon', '#le-garçon', '#l-abbe', '#cecile', '#la-baronne', '#l-aubergiste', '#van-buck', '#le-maitre-de-danse', '#valentin', '#un-domestique'}"
Janot,Proverbe,1779,1,22,"[{'#madame-ragot'}, {'#ragot', '#madame-ragot'}, {'#janot', '#ragot', '#madame-ragot'}, {'#ragot', '#madame-ragot'}, {'#ragot', '#suzon'}, {'#janot', '#ragot', '#simon', '#suzon'}, {'#dodinet', '#janot', '#ragot'}, {'#janot'}, {'#janot', '#ragot', '#le-clerc'}, {'#janot'}, {'#ragot', '#le-garçon'}, {'#janot', '#ragot', '#le-patissier'}, {'#janot', '#ragot'}, {'#janot', '#ragot'}, {'#janot'}, {'#ragot', '#simon'}, {'#ragot', '#simon'}, {'#ragot', '#madame-ragot'}, {'#janot', '#ragot', '#simon', '#madame-ragot'}, {'#simon', '#ragot', '#le-caporal', '#madame-ragot'}, {'#madame-ragot', '#simon', '#ragot', '#le-caporal', '#le-clerc', '#suzon'}, {'#janot'}]",[],[],[],[],"[{'#madame-ragot'}, {'#ragot', '#madame-ragot'}, {'#janot', '#ragot', '#madame-ragot'}, {'#ragot', '#madame-ragot'}, {'#ragot', '#suzon'}, {'#janot', '#ragot', '#simon', '#suzon'}, {'#dodinet', '#janot', '#ragot'}, {'#janot'}, {'#janot', '#ragot', '#le-clerc'}, {'#janot'}, {'#ragot', '#le-garçon'}, {'#janot', '#ragot', '#le-patissier'}, {'#janot', '#ragot'}, {'#janot', '#ragot'}, {'#janot'}, {'#ragot', '#simon'}, {'#ragot', '#simon'}, {'#ragot', '#madame-ragot'}, {'#janot', '#ragot', '#simon', '#madame-ragot'}, {'#simon', '#ragot', '#le-caporal', '#madame-ragot'}, {'#madame-ragot', '#simon', '#ragot', '#le-caporal', '#le-clerc', '#suzon'}, {'#janot'}]","{'#janot', '#dodinet', '#le-patissier', '#madame-ragot', '#le-garçon', '#simon', '#ragot', '#le-clerc', '#le-caporal', '#suzon'}"
Janot chez le Dégraisseur,Proverbe,1779,1,17,"[{'#janot', '#perrette'}, {'#madame-simon', '#perrette'}, {'#madame-simon'}, {'#madame-simon', '#simon'}, {'#madame-simon', '#le-suisse', '#mademoiselle-courtois'}, {'#madame-simon', '#simon', '#le-suisse'}, {'#madame-simon', '#perrette', '#le-suisse'}, {'#madame-simon', '#simon', '#perrette'}, {'#janot', '#simon'}, {'#janot', '#madame-simon', '#simon'}, {'#janot', '#le-suisse'}, {'#janot', '#madame-simon', '#simon', '#le-clerc', '#le-suisse'}, {'#janot', '#madame-simon', '#simon', '#le-clerc'}, {'#janot', '#simon'}, {'#madame-simon', '#l-abbe', '#la-comtesse'}, {'#janot', '#madame-simon', '#la-comtesse', '#simon', '#l-abbe'}, {'#janot', '#simon'}]",[],[],[],[],"[{'#janot', '#perrette'}, {'#madame-simon', '#perrette'}, {'#madame-simon'}, {'#madame-simon', '#simon'}, {'#madame-simon', '#le-suisse', '#mademoiselle-courtois'}, {'#madame-simon', '#simon', '#le-suisse'}, {'#madame-simon', '#perrette', '#le-suisse'}, {'#madame-simon', '#simon', '#perrette'}, {'#janot', '#simon'}, {'#janot', '#madame-simon', '#simon'}, {'#janot', '#le-suisse'}, {'#janot', '#madame-simon', '#simon', '#le-clerc', '#le-suisse'}, {'#janot', '#madame-simon', '#simon', '#le-clerc'}, {'#janot', '#simon'}, {'#madame-simon', '#l-abbe', '#la-comtesse'}, {'#janot', '#madame-simon', '#la-comtesse', '#simon', '#l-abbe'}, {'#janot', '#simon'}]","{'#janot', '#madame-simon', '#la-comtesse', '#simon', '#l-abbe', '#mademoiselle-courtois', '#le-clerc', '#perrette', '#le-suisse'}"
L'Abbé de Coure-Dîner.,Proverbe,1822,1,13,"[{'#dame-anne', '#l-abbe'}, {'#monsieur-de-monfort', '#champagne'}, {'#monsieur-de-monfort', '#l-abbe'}, {'#monsieur-de-monfort', '#l-abbe', '#champagne'}, {'#le-president', '#la-france'}, {'#l-abbe', '#le-president'}, {'#la-marquise', '#julie'}, {'#la-marquise', '#l-abbe'}, {'#monsieur-bournin', '#beaulieu'}, {'#flamand', '#beaulieu'}, {'#l-abbe', '#beaulieu'}, {'#madame-bertrand', '#babet'}, {'#madame-bertrand', '#l-abbe', '#babet'}]",[],[],[],[],"[{'#dame-anne', '#l-abbe'}, {'#monsieur-de-monfort', '#champagne'}, {'#monsieur-de-monfort', '#l-abbe'}, {'#monsieur-de-monfort', '#l-abbe', '#champagne'}, {'#le-president', '#la-france'}, {'#l-abbe', '#le-president'}, {'#la-marquise', '#julie'}, {'#la-marquise', '#l-abbe'}, {'#monsieur-bournin', '#beaulieu'}, {'#flamand', '#beaulieu'}, {'#l-abbe', '#beaulieu'}, {'#madame-bertrand', '#babet'}, {'#madame-bertrand', '#l-abbe', '#babet'}]","{'#monsieur-bournin', '#monsieur-de-monfort', '#dame-anne', '#l-abbe', '#le-president', '#flamand', '#babet', '#la-france', '#champagne', '#beaulieu', '#la-marquise', '#madame-bertrand', '#julie'}"
L'Après-Dinée,Proverbe,1771,1,7,"[{'#madame-de-vernant', '#rosalie'}, {'#madame-de-vernant', '#monsieur-de-vernant'}, {'#madame-de-vernant', '#le-laquais', '#monsieur-de-vernant', '#l-abbe'}, {'#madame-de-vernant', '#l-abbe'}, {'#madame-de-vernant', '#le-chevalier', '#le-laquais', '#l-abbe'}, {'#madame-de-vernant', '#le-chevalier'}, {'#madame-de-vernant', '#le-chevalier', '#le-laquais'}]",[],[],[],[],"[{'#madame-de-vernant', '#rosalie'}, {'#madame-de-vernant', '#monsieur-de-vernant'}, {'#madame-de-vernant', '#le-laquais', '#monsieur-de-vernant', '#l-abbe'}, {'#madame-de-vernant', '#l-abbe'}, {'#madame-de-vernant', '#le-chevalier', '#le-laquais', '#l-abbe'}, {'#madame-de-vernant', '#le-chevalier'}, {'#madame-de-vernant', '#le-chevalier', '#le-laquais'}]","{'#madame-de-vernant', '#le-chevalier', '#le-laquais', '#l-abbe', '#monsieur-de-vernant', '#rosalie'}"
L'Auteur Avantageux.,Proverbe,1768,1,2,"[{'#le-chevalier', '#l-abbe'}, {'#le-chevalier', '#le-comedien', '#l-abbe'}]",[],[],[],[],"[{'#le-chevalier', '#l-abbe'}, {'#le-chevalier', '#le-comedien', '#l-abbe'}]","{'#le-chevalier', '#le-comedien', '#l-abbe'}"
L'Auteur et l'Amateur,Proverbe,1771,1,3,"[{'#bery', '#monsieur-deloureville'}, {'#monsieur-deloureville'}, {'#bery', '#monsieur-pastoureau', '#monsieur-deloureville'}]",[],[],[],[],"[{'#bery', '#monsieur-deloureville'}, {'#monsieur-deloureville'}, {'#bery', '#monsieur-pastoureau', '#monsieur-deloureville'}]","{'#bery', '#monsieur-pastoureau', '#monsieur-deloureville'}"
L'Aveugle Avare,Proverbe,1781,1,4,"[{'#monsieur-savoneau'}, {'#monsieur-savoneau', '#janneton'}, {'#monsieur-savoneau', '#tatonet'}, {'#monsieur-savoneau', '#janneton', '#tatonet'}]",[],[],[],[],"[{'#monsieur-savoneau'}, {'#monsieur-savoneau', '#janneton'}, {'#monsieur-savoneau', '#tatonet'}, {'#monsieur-savoneau', '#janneton', '#tatonet'}]","{'#janneton', '#monsieur-savoneau', '#tatonet'}"
L'Avocat Chansonnier.,Proverbe,1822,1,7,"[{'#la-pierre', '#monsieur-de-la-barre'}, {'#monsieur-de-la-barre', '#monsieur-de-la-motte'}, {'#la-pierre', '#monsieur-de-la-barre'}, {'#monsieur-de-la-barre'}, {'#la-pierre', '#monsieur-de-la-barre'}, {'#madame-poursuit', '#monsieur-de-la-barre'}, {'#la-pierre', '#monsieur-de-la-barre', '#monsieur-de-la-motte'}]",[],[],[],[],"[{'#la-pierre', '#monsieur-de-la-barre'}, {'#monsieur-de-la-barre', '#monsieur-de-la-motte'}, {'#la-pierre', '#monsieur-de-la-barre'}, {'#monsieur-de-la-barre'}, {'#la-pierre', '#monsieur-de-la-barre'}, {'#madame-poursuit', '#monsieur-de-la-barre'}, {'#la-pierre', '#monsieur-de-la-barre', '#monsieur-de-la-motte'}]","{'#la-pierre', '#madame-poursuit', '#monsieur-de-la-barre', '#monsieur-de-la-motte'}"
L'Avocat Consultant.,Proverbe,1771,1,3,"[{'#monsieur-de-saint-hilaire', '#monsieur-de-cachant'}, {'#benoit', '#monsieur-de-saint-hilaire', '#monsieur-de-cachant'}, {'#monsieur-de-saint-hilaire', '#monsieur-galand'}]",[],[],[],[],"[{'#monsieur-de-saint-hilaire', '#monsieur-de-cachant'}, {'#benoit', '#monsieur-de-saint-hilaire', '#monsieur-de-cachant'}, {'#monsieur-de-saint-hilaire', '#monsieur-galand'}]","{'#monsieur-de-saint-hilaire', '#benoit', '#monsieur-galand', '#monsieur-de-cachant'}"
L'Ecrivain des Charniers.,Proverbe,1771,1,12,"[{'#monsieur-dubois-fils', '#mademoiselle-janneton'}, {'#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#monsieur-dubois-pere', '#madame-de-l-aiguille', '#mademoiselle-janneton'}, {'#madame-de-l-aiguille', '#monsieur-dubois-fils', '#mademoiselle-janneton', '#monsieur-dubois-pere'}, {'#monsieur-discret'}, {'#monsieur-discret', '#monsieur-dubois-fils'}, {'#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#nicolas', '#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#monsieur-dubois-fils', '#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#madame-de-l-aiguille', '#monsieur-dubois-fils', '#mademoiselle-janneton', '#monsieur-dubois-pere'}, {'#monsieur-discret', '#madame-de-l-aiguille', '#monsieur-dubois-pere', '#monsieur-dubois-fils', '#mademoiselle-janneton'}]",[],[],[],[],"[{'#monsieur-dubois-fils', '#mademoiselle-janneton'}, {'#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#monsieur-dubois-pere', '#madame-de-l-aiguille', '#mademoiselle-janneton'}, {'#madame-de-l-aiguille', '#monsieur-dubois-fils', '#mademoiselle-janneton', '#monsieur-dubois-pere'}, {'#monsieur-discret'}, {'#monsieur-discret', '#monsieur-dubois-fils'}, {'#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#nicolas', '#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#monsieur-dubois-fils', '#mademoiselle-janneton', '#madame-de-l-aiguille'}, {'#madame-de-l-aiguille', '#monsieur-dubois-fils', '#mademoiselle-janneton', '#monsieur-dubois-pere'}, {'#monsieur-discret', '#madame-de-l-aiguille', '#monsieur-dubois-pere', '#monsieur-dubois-fils', '#mademoiselle-janneton'}]","{'#monsieur-discret', '#madame-de-l-aiguille', '#monsieur-dubois-pere', '#nicolas', '#monsieur-dubois-fils', '#mademoiselle-janneton'}"
L'Enragé,Proverbe,1771,1,10,"[{'#madame-thomas', '#le-comte'}, {'#monsieur-hachis', '#madame-thomas', '#le-comte'}, {'#le-comte'}, {'#madame-thomas', '#le-comte'}, {'#le-chevalier', '#le-comte'}, {'#le-chevalier', '#madame-thomas', '#le-comte'}, {'#le-chevalier', '#le-comte'}, {'#le-comte'}, {'#madame-thomas', '#le-comte'}, {'#le-chevalier', '#madame-thomas', '#le-comte'}]",[],[],[],[],"[{'#madame-thomas', '#le-comte'}, {'#monsieur-hachis', '#madame-thomas', '#le-comte'}, {'#le-comte'}, {'#madame-thomas', '#le-comte'}, {'#le-chevalier', '#le-comte'}, {'#le-chevalier', '#madame-thomas', '#le-comte'}, {'#le-chevalier', '#le-comte'}, {'#le-comte'}, {'#madame-thomas', '#le-comte'}, {'#le-chevalier', '#madame-thomas', '#le-comte'}]","{'#monsieur-hachis', '#le-chevalier', '#madame-thomas', '#le-comte'}"
L'Epreuve,Proverbe,1785,1,7,"[{'#la-branche', '#damon-fils'}, {'#damon-fils'}, {'#damon-fils', '#damon-pere'}, {'#damon-pere'}, {'#oronte', '#damon-pere'}, {'#lucile', '#damon-fils', '#damon-pere'}, {'#lucile', '#oronte', '#damon-fils', '#damon-pere'}]",[],[],[],[],"[{'#la-branche', '#damon-fils'}, {'#damon-fils'}, {'#damon-fils', '#damon-pere'}, {'#damon-pere'}, {'#oronte', '#damon-pere'}, {'#lucile', '#damon-fils', '#damon-pere'}, {'#lucile', '#oronte', '#damon-fils', '#damon-pere'}]","{'#oronte', '#lucile', '#la-branche', '#damon-fils', '#damon-pere'}"
L'Esprit des Moeurs au Dix-Huitième Siécle,Proverbe,1790,3,25,"[{'#la-marquise', '#kilacare'}, {'#jusitne'}, {'#justine', '#mademoiselle-de-lesbosie'}, {'#mademoiselle-de-lesbosie'}, {'#la-marquise', '#mademoiselle-de-lesbosie'}, {'#la-marquise', '#le-comte'}, {'#la-marquise', '#mademoiselle-de-lesbosie'}]","[{'#la-marquise', '#l-abbe'}, {'#le-chevalier', '#la-marquise'}, {'#justine', '#la-marquise', '#le-chevalier'}, {'#la-marquise', '#brochure', '#le-chevalier'}, {'#justine', '#le-chevalier', '#brochure', '#la-marquise'}, {'#le-chevalier', '#la-marquise'}, {'#la-marquise'}, {'#le-chevalier', '#le-president', '#necelle', '#le-vicomte', '#pamene', '#germon', '#la-marquise', '#le-baron', '#eglante'}]","[{'#la-verdure', '#germon'}, {'#ensemble', '#le-chevalier', '#le-president', '#le-vicomte', '#necelle', '#germon', '#la-marquise', '#le-baron', '#eglante'}, {'#necelle', '#le-vicomte'}, {'#le-vicomte', '#necelle', '#eglante'}, {'#le-vicomte', '#eglante'}, {'#eglante', '#le-chevalier', '#le-baron', '#necelle'}, {'#le-chevalier', '#le-president', '#necelle', '#le-vicomte', '#la-marquise', '#le-baron', '#eglante'}, {'#le-chevalier', '#le-president', '#le-vicomte', '#necelle', '#adeline', '#la-marquise', '#le-baron', '#eglante'}, {'#la-marquise', '#l-exempt', '#le-president', '#le-marquis'}, {'#chanteurs-du-cantique'}]",[],[],"[{'#la-marquise', '#kilacare'}, {'#jusitne'}, {'#justine', '#mademoiselle-de-lesbosie'}, {'#mademoiselle-de-lesbosie'}, {'#la-marquise', '#mademoiselle-de-lesbosie'}, {'#la-marquise', '#le-comte'}, {'#la-marquise', '#mademoiselle-de-lesbosie'}, {'#la-marquise', '#l-abbe'}, {'#le-chevalier', '#la-marquise'}, {'#justine', '#la-marquise', '#le-chevalier'}, {'#la-marquise', '#brochure', '#le-chevalier'}, {'#justine', '#le-chevalier', '#brochure', '#la-marquise'}, {'#le-chevalier', '#la-marquise'}, {'#la-marquise'}, {'#le-chevalier', '#le-president', '#necelle', '#le-vicomte', '#pamene', '#germon', '#la-marquise', '#le-baron', '#eglante'}, {'#la-verdure', '#germon'}, {'#ensemble', '#le-chevalier', '#le-president', '#le-vicomte', '#necelle', '#germon', '#la-marquise', '#le-baron', '#eglante'}, {'#necelle', '#le-vicomte'}, {'#le-vicomte', '#necelle', '#eglante'}, {'#le-vicomte', '#eglante'}, {'#eglante', '#le-chevalier', '#le-baron', '#necelle'}, {'#le-chevalier', '#le-president', '#necelle', '#le-vicomte', '#la-marquise', '#le-baron', '#eglante'}, {'#le-chevalier', '#le-president', '#le-vicomte', '#necelle', '#adeline', '#la-marquise', '#le-baron', '#eglante'}, {'#la-marquise', '#l-exempt', '#le-president', '#le-marquis'}, {'#chanteurs-du-cantique'}]","{'#germon', '#justine', '#l-abbe', '#necelle', '#pamene', '#adeline', '#la-marquise', '#le-comte', '#ensemble', '#chanteurs-du-cantique', '#mademoiselle-de-lesbosie', '#kilacare', '#l-exempt', '#le-marquis', '#le-chevalier', '#jusitne', '#le-president', '#le-vicomte', '#la-verdure', '#brochure', '#le-baron', '#eglante'}"
