,"Argélie, Reine de Thessalie",Coriolan,Lyncée,Risette ou Les Millions de la Mansarde,L'Homme qui ne Peut pas Siffler,L'Avare Amoureux,Pan et Doris Pastorale,Polixène,Les Trois Spectacles Prologue,L'Epreuve Réciproque,L'Ecole des Bourgeois,L'Hiver,Le Pauvre Bougre et le Bon Génie,Un Mécontent,Les Papilllotes,Une Séduction,"Anaximandre, Comédie.",Molière et ses Amis ou La Soirée d'Auteuil,Dialogue de la Prude et de la Coquette,Adam,Les Aventures de Ninette,Les Bonnes Gens,Fragment d'une Comédie Intitulée Chapelain Décoiffé [2],Fragment d'une Comédie Intitulée Chapelain Décoiffé.,Le Club des Dames ou Le Retour de Descartes,Dialogue d'Alcippe et de Dionice,La Déroute des Précieuses,Dialogue des Yeux et de la Bouche,Dialogue entre Voltaire et Rousseau,Le Jeu d'Esmorée,Le Jus du Pelerin,La Matinée du Comédien Français,Farce Nouvelle Tres Bonne et Fort Joyeuse à Trois Personnages d'un Pardonneur d'un Triacleur et d'une Tavernière,Farce Nouvelle Fort Joyeuse du Pont aux Anes,Le Portier du Parnasse,Le Prix d'un Moment,La Réception de Monseigneur le Vicomte d'Argenson,La Résurrection du Sauveur,Farce Nouvelle Très Bonne et Fort Joyeuse de la Resurrection de Jenin Landore,Les Sauvages ou Le Roi Bienfaisant.,Le Sérail de de Lys,Sermon Joyeux de Bien Boire,Les Vierges Sages et les Vierges Folles,Oh ! Voilà Bien le Diable !,Zélamire,Cendrillon,Le Chinois Poli en France,La Ressource Comique,La Tableau Parlant,Mademoiselle Lange,Ca n'en Est pas ou Tout ce qui Reluit n'est pas or,La Comédie à l'Impromptu,"Les Etrennes de l'Amitié, de l'Amour et de la Nature",Hurlubrelu,Janot,Janot chez le Dégraisseur,Jocrisse Changé de Condition,"On Fait ce qu'on Peut, Non pas ce qu'on Veut",Mon Ami Naze,Les Guêpes,Le Cri de la Nature,Horatius Coclès.,Le Centenaire de Molière,La Pucelle d'Orléans,La Pucelle d'Orléans,Hommage à Racine vers Dits par Madame Provost-Ponsin au Théâtre Français Représentation du 21 Décembre 1871 232ème Anniversaire de la Naissance de Racine,L'Ecole Tragique ou Cadet Roussel Maitre de Déclamation,Albert Durer,La Comédie au Chateau,L'Epreuve,La Musicomanie,"Dipné, Infante D'Irlande. Tragédie",Geneviève ou L'Innocence Reconnue Tragédie Chrétienne,Geneviève ou L'Innocence Reconnue Tragédie,Le Coligny,Ancien Pierrot,Mascarade de la Foire Saint-Germain,Arlequin Misanthrope,Les Fées ou Les Contes de ma Mère L'Oye.,Pasquin et Marforio.,Le Faucon,La Mort de César,L'Ombre de Molière,Célinde,Clarimonde,La Clorise,La Parthénie,Le Prince Fugitif,Saint Eustache Martyr,La Rapinière,"Candide Marié, ou Il Faut Cultiver son Jardin.",Le Mariage de Scarron,Molière au Théâtre,L'Autre Tartuffe,Le Barbier de Séville ou La Précaution Inutile,L'Amour Quêteur,La Cacophonie,Les Libellistes,"Le Ramoneur Prince, et le Prince Ramoneur",Le Sculpteur
fre000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999696340527914,,,,,,,0.9989261895315045,,,,0.9952591455518993,,,,,,0.9989338341881248,0.9982162806814517,,,,,,,,,,,,,,,,,,,,,,,
fre000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0003179438570713,,,,,,,0.9986423862741348,,,,0.9952695082265435,,,,,,0.9986498347410919,1.0027545559490827,,,,,,,,,,,,,,,,,,,,,,,
fre000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994348651737576,,,,,,,0.9990444485667116,,,,0.9948283633168905,,,,,,0.9988522653277394,0.9985092201562711,,,,,,,,,,,,,,,,,,,,,,,
fre000121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0003748325386432,,,,,,,0.998494828590239,,,,1.005016479227278,,,,,,0.9991163629474062,1.016974631584052,,,,,,,,,,,,,,,,,,,,,,,
fre000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99939373298664,,,,,,,0.9983683628822441,,,,0.9928321565561626,,,,,,0.9984968959988646,1.000141693288414,,,,,,,,,,,,,,,,,,,,,,,
fre000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991803973220116,,,,,,,0.9988236316414767,,,,0.9871431718501009,,,,,,0.9978685859561891,1.0014643719954084,,,,,,,,,,,,,,,,,,,,,,,
fre000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998486988259353,,,,,,,0.9996111760726215,,,,0.9972848782712913,,,,,,0.999436578056428,0.9989363954013514,,,,,,,,,,,,,,,,,,,,,,,
fre000128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999432961917618,,,,,,,0.9975715539987805,,,,0.9938610682209719,,,,,,0.9979920306252045,1.0040395259857178,,,,,,,,,,,,,,,,,,,,,,,
fre000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986921306009646,,,,,,,0.9976147891562662,,,,0.9907372829354839,,,,,,0.9981263000288128,1.0021489987402787,,,,,,,,,,,,,,,,,,,,,,,
fre000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990482862506594,,,,,,,0.9980177730321884,,,,0.9909042716026306,,,,,,0.9972736260720662,1.0032250471413136,,,,,,,,,,,,,,,,,,,,,,,
fre000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995717467932865,,,,,,,0.9973574301292156,,,,0.9913077714114353,,,,,,0.9973191886112608,1.0020180262368301,,,,,,,,,,,,,,,,,,,,,,,
fre000130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996994905334582,,,,,,,0.9978121390445627,,,,0.9964833486852028,,,,,,0.9978510973264845,1.0029943019366092,,,,,,,,,,,,,,,,,,,,,,,
fre000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999150352013487,,,,,,,0.9995004507395463,,,,0.9971975282816627,,,,,,0.9995167865111015,0.9990710246358013,,,,,,,,,,,,,,,,,,,,,,,
fre000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989890799377904,,,,,,,0.9954669800671664,,,,0.9862935768835472,,,,,,0.995531804633863,1.013313322356253,,,,,,,,,,,,,,,,,,,,,,,
fre001519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0008900404815944,,,,,,,1.0010383958128137,,,,1.0020207806792059,,,,,,1.0002294650799792,1.0070212166494048,,,,,,,,,,,,,,,,,,,,,,,
fre000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9921804666519165,,,,,,,1.068909764289856,,,,1.0066398893083846,,,,,,0.9459052085876465,1.0295865654945373,,,,,,,,,,,,,,,,,,,,,,,
fre000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9993701017933128,,,,,,,0.9988101367597226,,,,0.9961747254854367,,,,,,0.9988881077295468,0.9991975800122743,,,,,,,,,,,,,,,,,,,,,,,
fre000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992677374223692,,,,,,,0.99824926705487,,,,0.9942197604516966,,,,,,0.9987046971785284,1.0004810150218222,,,,,,,,,,,,,,,,,,,,,,,
fre000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982031815930417,,,,0.9927610767515083,,,,,,0.9985723733901978,0.9990050814653698,,,,,,,,,,,,,,,,,,,,,,,
fre000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982594573184064,,,,0.9953795847924132,,,,,,0.9984773319018515,1.0056579501221055,,,,,,,,,,,,,,,,,,,,,,,
fre000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9969421029090881,,,,0.9692328827721732,,,,,,0.9724557399749756,0.9754403710365296,,,,,,,,,,,,,,,,,,,,,,,
fre000139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989462159992604,,,,0.9967171626814296,,,,,,0.9989276069603609,0.9986979161085707,,,,,,,,,,,,,,,,,,,,,,,
fre000140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1175445318222046,,,,1.0214365550449915,,,,,,1.196339726448059,1.024596643447876,,,,,,,,,,,,,,,,,,,,,,,
fre001465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992251527936835,,,,0.9974073861774645,,,,,,0.9992034956028587,0.9994942793720647,,,,,,,,,,,,,,,,,,,,,,,
fre000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994409457601682,,,,0.9970992153341119,,,,,,0.9990013484601621,1.0006222337584705,,,,,,,,,,,,,,,,,,,,,,,
fre000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968180769965762,,,,,,0.9989156958821056,0.9989870247386751,,,,,,,,,,,,,,,,,,,,,,,
fre000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986706221236863,,,,,,0.9991095695415688,1.0023419670552516,,,,,,,,,,,,,,,,,,,,,,,
fre000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9912386621747699,,,,,,0.7771148681640625,0.9974151611328125,,,,,,,,,,,,,,,,,,,,,,,
fre000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9908015552689048,,,,,,0.998242091606645,1.0025470107793808,,,,,,,,,,,,,,,,,,,,,,,
fre000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948514418168501,1.0100416627797213,,,,,,,,,,,,,,,,,,,,,,,
fre000147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999324079631835,1.003416924051536,,,,,,,,,,,,,,,,,,,,,,,
fre000148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971388000802895,1.0051393103353756,,,,,,,,,,,,,,,,,,,,,,,
fre000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990756786306491,0.9974361595683073,,,,,,,,,,,,,,,,,,,,,,,
fre000150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991818050587521,0.998507548726583,,,,,,,,,,,,,,,,,,,,,,,
fre000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990307733957523,0.9992870932365014,,,,,,,,,,,,,,,,,,,,,,,
fre000152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972915726048606,,,,,,,,,,,,,,,,,,,,,,,
fre000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
