,TD id,Raw Name,Title,Authors,Normalized Author,Normalized Second Author,wikidataId Author,Normalized Year,yearPrinted,dateWriting,datePremiered,Genre,Genre (bis),Type,in_TD,in_Dracor,in_BD,Empty text
2433,,gueullette-leandre-hongre,Léandre Hongre,Thomas-Simon Gueullette,Thomas Simon Gueullette,,Q3524846,1720.0,1720.0,,,,,,,fre000748,,False
2434,,gueullette-marchand-de-merde,Le Marchand de Merde,Thomas-Simon Gueullette,Thomas Simon Gueullette,,Q3524846,1720.0,1720.0,,,,,,,fre000749,,False
2435,,gueullette-parade-1,"Première Parade, Farce.",Thomas-Simon Gueullette,Thomas Simon Gueullette,,Q3524846,1714.0,1714.0,,,Comedy,Comedy,,,fre000750,,False
2436,,gueullette-parade-2,"Deuxième Parade, Farce.",Thomas-Simon Gueullette,Thomas Simon Gueullette,,Q3524846,1715.0,1715.0,,,Comedy,Comedy,,,fre000751,,False
2437,,guibert-filles-a-marier,Les Filles à Marier,Elisabeth Guibert,Elisabeth Guibert,,Q3587883,1768.0,1768.0,,,Comedy,Comedy,,,fre000752,,False
2438,,guimont-de-la-touche-iphigenie,Iphigénie en Tauride,Claude Guymond De La Touche,Claude Guymond De La Touche,,Q290839,1757.0,1778.0,,1757-06-04,Tragedy,Tragedy,,,fre000753,,False
2439,,guyot-de-merville-consentement-force,Le Consentement Forcé,Michel Guyot De Merville,Michel Guyot De Merville,,,1738.0,1739.0,,1738-08-13,Comedy,Comedy,,,fre000754,,False
2440,,haren-agon,"Agon, Sultan de Bantam",Onno Zvier Van Haren,Onno Zvier Van Haren,,Q738577,1770.0,1770.0,,,Tragedy,Tragedy,,,fre000756,,False
2441,,harny-petit-maitre-province,Le Petit-Maître en Province,Harny De Guerville,Harny De Guerville,,Q3127563,1765.0,1765.0,,1765-08-07,Comedy,Comedy,,,fre000757,,False
2442,,harny-sybille,La Sybille,Harny De Guerville,Harny De Guerville,,Q3127563,1758.0,1758.0,,1765-08-07,Comedy,Comedy,,,fre000758,,False
2443,,henault-marius-a-cirte,Marius à Cirte,Charles-Jean-François Hénault,Charles Jean François Hénault,,Q129022,1702.0,1702.0,,1715-11-15,Tragedy,Tragedy,,,fre000760,,False
2444,,henault-temple-des-chimeres,Le Temple des Chimères,Charles-Jean-François Hénault,Charles Jean François Hénault,,Q129022,1806.0,1806.0,,,,,,,fre000761,,False
2445,,hervilly-laitiere,La Laitière et le Pot aux Roses,Ernest D' Hervilly,Ernest D' Hervilly,,Q1356595,1882.0,1882.0,,1894-02-11,Comedy,Comedy,,,fre000763,,False
2446,,hervilly-moliere-en-prison,Molière en Prison,Ernest D' Hervilly,Ernest D' Hervilly,,Q1356595,1887.0,1887.0,,,,,,,fre000766,,False
2447,,hervilly-silence-dans-les-rangs,Silence dans les Rangs !,Ernest D' Hervilly,Ernest D' Hervilly,,Q1356595,1875.0,1876.0,,1875-03-19,Comedy,Comedy,,,fre000768,,False
2448,,hervilly-soupe,Entre la Soupe et les Lèvres,Ernest D' Hervilly,Ernest D' Hervilly,,Q1356595,1878.0,1878.0,,,,,,,fre000769,,False
2449,,hoffman-original,L'Original,François-Benoît Hoffmann,François Benoît Hoffmann,,Q539301,1796.0,1797.0,,1796-07-30,Comedy,Comedy,,,fre000770,,False
2450,,hugues-boite-a-musique,La Boite A Musique,Clovis Hugues,Clovis Hugues,,Q352287,1906.0,1906.0,,,Comedy,Comedy,,,fre000774,,False
2451,,hugues-cendrillon,Cendrillon,Clovis Hugues,Clovis Hugues,,Q352287,1906.0,1906.0,,,Comedy,Comedy,,,fre000775,,False
2452,,hugues-la-maison-des-dimanches,La Maison des Dimanches,Clovis Hugues,Clovis Hugues,,Q352287,1879.0,1879.0,,,Comedy,Comedy,,,fre000776,,False
2453,,hugues-tyl,Tyl l'Espiegle,Clovis Hugues,Clovis Hugues,,Q352287,1906.0,1906.0,,,Comedy,Comedy,,,fre000778,,False
2454,,hus-ingenu,"L'Ingénu, ou Le Sauvage du Canada",Eugène Hus,Eugène Hus,,Q3059937,1805.0,1805.0,,,,,,,fre000779,,False
2455,,imbert-inauguration,L'Inauguration du Théâtre Français,Barthélemy Imbert,Barthélemy Imbert,,Q2885973,1782.0,1782.0,,1782-04-09,Comedy,Comedy,,,fre000780,,False
2456,,jacquelin-philidor-pradon,"Pradon, Sifflé, Battu et Content",Jaquelin,Jaquelin,,Q105447388,1799.0,1800.0,,1799-10-02,Comedy,Comedy,,,fre000782,,False
2457,,jarry-ubu-roi,Ubu Roi,Alfred Jarry,Alfred Jarry,,Q7841,1888.0,1896.0,,,,,,,fre000784,,False
2458,,jodelle-cleopatre,Cléopâtre Captive,Étienne Jodelle,Étienne Jodelle,,Q289801,1574.0,1574.0,,,Tragedy,Tragedy,,,fre000786,,False
2459,,jodelle-didon,Didon se Sacrifiant,Étienne Jodelle,Étienne Jodelle,,Q289801,1574.0,1574.0,,,Tragedy,Tragedy,,,fre000787,,False
2460,,jodelle-eugene,L'Eugène,Étienne Jodelle,Étienne Jodelle,,Q289801,1574.0,1574.0,,,Comedy,Comedy,,,fre000788,,False
2461,,joly-adrienne-lecouvreur,Adrienne Legouvreur,Adolphe Joly,Adolphe Joly,,Q111530676,1863.0,1863.0,,,,,,,fre000790,,False
2462,,joly-cinq-mars,Cinq Mars et Richelieu,Adolphe Joly,Adolphe Joly,,Q111530676,1817.0,1863.0,,1817-09-16,,,,,fre000791,,False
2463,,joly-fouquet-a-la-bastille,Fouquet à la Bastille,Adolphe Joly,Adolphe Joly,,Q111530676,1863.0,1863.0,,,,,,,fre000792,,False
2464,,joly-salomon,Salomon de Caus A Bicêtre,Adolphe Joly,Adolphe Joly,,Q111530676,1863.0,1863.0,,,,,,,fre000794,,False
2465,,labaume-messe-de-gnide,La Messe de Gnide,Antoine Gilbert Griffet De Labaume,Antoine Gilbert Griffet De Labaume,,Q2853994,1795.0,1795.0,,,Comedy,Comedy,,,fre000796,,False
2466,,laboullaye-cormon-corneille-rotrou,Corneille et Rotrou,Ferdinand De Laboullaye,Ferdinand De Laboullaye,,Q52084148,1845.0,1845.0,,1845-10-08,Tragedy,Tragedy,,,fre000803,,False
2467,,la-chapelle-zaide,Zaïde,Jean De La Chapelle,Jean De La Chapelle,,Q3175477,1681.0,1681.0,,1681-01-26,Tragedy,Tragedy,,,fre000813,,False
2468,,la-croix-guerre-comique,La Guerre Comique,Jean De La Croix,Jean De La Croix,,,1664.0,1664.0,,,Comedy,Comedy,,,fre000814,,False
2469,,l-affichard-acteurs-deplaces,Les Acteurs Déplacés l'Amant Comedien,Thomas L'Affichard,Thomas L'Affichard,,Q21534628,1735.0,1737.0,,1735-10-14,Comedy,Comedy,,,fre000815,,False
2470,,la-fontaine-climene,Climène,Jean De La Fontaine,Jean De La Fontaine,,Q49496,1671.0,1671.0,,,Comedy,Comedy,,,fre000818,,False
2471,,la-fontaine-daphne,Daphné,Jean De La Fontaine,Jean De La Fontaine,,Q49496,1682.0,1682.0,,,,,,,fre000819,,False
2472,,la-fontaine-galatee,Galatée,Jean De La Fontaine,Jean De La Fontaine,,Q49496,1682.0,1682.0,,,,,,,fre000822,,False
2473,,la-fontaine-rieurs-du-beau-richard,Les Rieurs du Beau-Richard,Jean De La Fontaine,Jean De La Fontaine,,Q49496,1659.0,1659.0,,,,,,,fre000824,,False
2474,,lafont-lesage-querelle-des-theatres,La Querelle des Théâtres,Joseph De La Font,Joseph De La Font,,Q3185843,1710.0,1718.0,,1710-06-14,,,,,fre000825,,False
2475,,la-forge-joueuse-dupee,La Joueuse Dupée,Jean De La Forge,Jean De La Forge,,,1664.0,1664.0,,,Comedy,Comedy,,,fre000828,,False
2476,,laforgue-noce-de-pierrot,La Noce de Pierrot,Jules Laforgue,Jules Laforgue,,Q380275,1927.0,1927.0,,,Comedy,Comedy,,,fre000829,,False
2477,,laforgue-nuit-de-noces,Nuit de Noces,Jules Laforgue,Jules Laforgue,,Q380275,1927.0,1927.0,,,Comedy,Comedy,,,fre000830,,False
2478,,la-fossem-ecole-de-la-raison,L'Ecole de la Raison,Antoine De La Fosse D'Aubigny,Antoine De La Fosse D'Aubigny,,Q725618,1739.0,1739.0,,1739-05-20,Comedy,Comedy,,,fre000831,,False
2479,,la-fosse-manlius,Manlius Capitolinus,Antoine De La Fosse D'Aubigny,Antoine De La Fosse D'Aubigny,,Q725618,1747.0,1747.0,,,Tragedy,Tragedy,,,fre000832,,False
2480,,lagrange-chancel-amasis,Amasis,François-Joseph De Lagrange-Chancel,François Joseph De Lagrange Chancel,,Q725459,1701.0,1701.0,,1701-12-13,Tragedy,Tragedy,,,fre000833,,False
2481,,lagrange-chancel-oreste,Oreste et Pylade,François-Joseph De Lagrange-Chancel,François Joseph De Lagrange Chancel,,Q725459,1697.0,1697.0,,1701-12-13,Tragedy,Tragedy,,,fre000835,84.0,False
2482,,la-harpe-comte-de-warwick,Le Comte de Warwik,Jean-François De La Harpe,Jean François De La Harpe,,Q379022,1763.0,1764.0,,1763-11-07,Tragedy,Tragedy,,,fre000836,,False
2483,,la-harpe-melanie,Mélanie ou La Religieuse,Jean-François De La Harpe,Jean François De La Harpe,,Q379022,1770.0,1770.0,,1792-12-07,,,,,fre000837,,False
2484,,la-harpe-muses-rivales,Les Muses Rivales,Jean-François De La Harpe,Jean François De La Harpe,,Q379022,1779.0,1779.0,,1779-02-01,Comedy,Comedy,,,fre000839,,False
2485,,la-harpe-philoctete,Philoctète,Jean-François De La Harpe,Jean François De La Harpe,,Q379022,1781.0,1781.0,,1783-06-16,Tragedy,Tragedy,,,fre000840,,False
2486,,laignelot-agis,Agis,Joseph-François Laignelot,Joseph François Laignelot,,Q3184965,1782.0,1782.0,,,Tragedy,Tragedy,,,fre000841,,False
2487,,la-motte-amadis,Amadis de Grèce,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1699.0,1752.0,,1699-03-26,Tragedy,Tragedy,,,fre000843,,False
2488,,la-motte-canente,Canente,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1700.0,1752.0,,1700-11-04,Tragedy,Tragedy,,,fre000844,,False
2489,,la-motte-carnaval-folie,Le Carnaval et la Folie,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1703.0,1752.0,,1703-12-27,Comedy,Comedy,,,fre000845,,False
2490,,la-motte-ines-de-castro,Inès de Castro,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1723.0,1723.0,,1723-04-06,Tragedy,Tragedy,,,fre000846,,False
2491,,la-motte-machabees,Les Machabées,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1721.0,1722.0,,1721-03-06,Tragedy,Tragedy,,,fre000847,,False
2492,,la-motte-magnifique,Le Magnifique,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1721.0,1752.0,,1721-03-06,Comedy,Comedy,,,fre000848,,False
2493,,la-motte-matrone-d-ephese,La Matrone d'Ephèse,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1702.0,1702.0,,1723-04-06,Comedy,Comedy,,,fre000849,,False
2494,,la-motte-omphale,Omphale,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1701.0,1751.0,,1701-11-10,Tragedy,Tragedy,,,fre000850,,False
2495,,la-motte-scanderberg,Scanderberg,Antoine Houdar De La Motte,Antoine Houdar De La Motte,,Q586389,1735.0,1735.0,,1735-10-27,Tragedy,Tragedy,,,fre000851,,False
2496,,laujon-hero-leandre,Léandre et Héro,Pierre Laujon,Pierre Laujon,,Q3385814,1779.0,1779.0,,,Tragedy,Tragedy,,,fre000853,,False
2497,,launay-francais-chez-les-hurons,Le Français chez les Hurons,Charles-Louis-César De Launay,Charles Louis César De Launay,,Q131605700,1780.0,1780.0,,,Comedy,Comedy,,,fre000854,,False
2498,,leclercq-folle,La Folle,Théodore Leclercq,Théodore Leclercq,,Q379926,1830.0,1830.0,,,,,,,fre000857,,False
2499,,le-franc-didon,Didon,Jean-Jacques Le Franc De Pompignan,Jean Jacques Le Franc De Pompignan,,Q1393531,1734.0,1734.0,,1734-06-21,Tragedy,Tragedy,,,fre000859,,False
2500,,legouvee-fleur-de-tlemcen,La Fleur de Tlemcen,Ernest Legouvé,Ernest Legouvé,,Q1333348,1876.0,1876.0,,,Comedy,Comedy,,,fre000860,,False
2501,,legouve-attilie,Attilie,Jean-Baptiste Legouvé,Jean Baptiste Legouvé,,Q113239003,1750.0,1776.0,,,Tragedy,Tragedy,,,fre000861,,False
2502,,legouve-eteocle,Etéocle,Gabriel Legouvé,Gabriel Legouvé,,Q1488840,1799.0,1799.0,,1799-10-19,Tragedy,Tragedy,,,fre000862,,False
2503,,legouve-laurence-orzano,Laurence et Orzano,Gabriel Legouvé,Gabriel Legouvé,,Q1488840,1784.0,1784.0,,,Tragedy,Tragedy,,,fre000863,,False
2504,,legouve-ma-fille-et-mon-bien,Ma Fille et mon Bien,Ernest Legouvé,Ernest Legouvé,,Q1333348,1876.0,1876.0,,,Comedy,Comedy,,,fre000864,,False
2505,,legouve-polixene,Polixène,Gabriel Legouvé,Gabriel Legouvé,,Q1488840,1784.0,1784.0,,,Tragedy,Tragedy,,,fre000865,,False
2506,,lemercier-bavardes,Les Bavardes,Eugène Lemercier,Eugène Lemercier,,Q3262517,1889.0,1889.0,,,,,,,fre000871,,False
2507,,lemierre-guillaume-tell,Guillaume Tell,Antoine-Marin Lemierre,Antoine Marin Lemierre,,Q343159,1766.0,1767.0,,1766-12-17,Tragedy,Tragedy,,,fre000873,,False
2508,,le-noble-cibisme,Le Cibisme,Eustache Le Noble,Eustache Le Noble,,Q3061053,1689.0,1689.0,,,,,,,fre000875,,False
2509,,le-noble-entretien-scarron-moliere,Entretien de Scarron et de Molière,Eustache Le Noble,Eustache Le Noble,,Q3061053,1690.0,1690.0,,,,,,,fre000876,,False
2510,,lesage-dorneval-ile-gougou,L'Ile du Gougou,Dorneval,Dorneval,,Q11927097,1720.0,1720.0,,,Comedy,Comedy,,,fre000877,,False
2511,,lesage-crispin-rival-de-son-maitre,Crispin un Rival de son Maitre,Alain-René Lesage,Alain René Lesage,,Q267962,1707.0,1707.0,,1707-03-12,Comedy,Comedy,,,fre000879,,False
2512,,lesage-mariages-de-canada,Les Mariages de Canada,Alain-René Lesage,Alain René Lesage,,Q267962,1737.0,1737.0,,,Comedy,Comedy,,,fre000880,,False
2513,,lescarbot-neptune,Le Théâtre de Neptune en la Nouvelle-France,Marc Lescarbot,Marc Lescarbot,,Q3288216,1612.0,1612.0,,,,,,,fre000881,,False
2514,,le-senne-reveil-corneille,Le Réveil de Corneille,Camille Le Senne,Camille Le Senne,,Q17486064,1916.0,1916.0,,1916-05-08,,,,,fre000882,,False
2515,,l-estoile-belle-esclave,La Belle Esclave,Claude De L'Estoile,Claude De L'Estoile,,Q1237752,1643.0,1643.0,,,Comedy,Comedy,,,fre000884,,False
2516,,l-estoile-intrigue-des-filous,L'Intrigue des Filous,Claude De L'Estoile,Claude De L'Estoile,,Q1237752,1648.0,1648.0,,,Comedy,Comedy,,,fre000885,81.0,False
2517,,l-estoile-maistre-galimathias,Maître Galimathias pour le Grand Bal,Claude De L'Estoile,Claude De L'Estoile,,Q1237752,1626.0,1626.0,,,,,,,fre000886,,False
2518,,le-tellier-dom-juan,Don Juan ou Le Festin de Pierre,Jean-François Le Tellier,Jean François Le Tellier,,Q43766568,1713.0,1713.0,,,,,,,fre000887,,False
2519,,le-vayer-grand-selim,Le Grand Sélim ou Le Couronnement Tragique,Roland Le Vayer De Boutigny,Roland Le Vayer De Boutigny,,Q3440138,1644.0,1645.0,,,Tragedy,Tragedy,,,fre000888,,False
2520,,liborliere-cloison,"La Cloison, Beaucoup de Peine pour Rien",Louis François Marie Bellin De La Liborlière,Louis François Marie Bellin De La Liborlière,,Q3261946,1803.0,1803.0,,,Comedy,Comedy,,,fre000889,,False
2521,,linant-alzaide,Alzaïde,Nicolas-Michel Linant,Nicolas Michel Linant,,,1745.0,1746.0,,1745-12-13,Tragedy,Tragedy,,,fre000890,,False
2522,,liquier-amour-electrique,Le Normand et la Gascon,Gabriel Liquier,Gabriel Liquier,,Q47925802,1882.0,1882.0,,,Comedy,Comedy,,,fre000891,,False
2523,,liquier-mon-futur,Mon Futur,Gabriel Liquier,Gabriel Liquier,,Q47925802,1887.0,1887.0,,,,,,,fre000892,,False
2524,,longhaye-richelieu,Richelieu Homme de Lettres,Georges Longhaye,Georges Longhaye,,Q54327872,1879.0,1879.0,,,Comedy,Comedy,,,fre000894,,False
2525,,longhaye-souperdauteuil,Le Souper d'Auteuil,Georges Longhaye,Georges Longhaye,,Q54327872,1879.0,1879.0,,,Comedy,Comedy,,,fre000895,,False
2526,,louet-lemarchant-artistes-de-societe,Les Artistes de Société,Louet-Lemarchant,Louet Lemarchant,,,1818.0,1818.0,,,Comedy,Comedy,,,fre000896,,False
2527,,maintenon-conversations,Conversations de Madame la Marquise de Maintenon,"Françoise D' Aubigné , Marquise De Maintenon","Françoise D' Aubigné , Marquise De Maintenon",,Q230670,1637.0,1823.0,,1637-01-04,,,,,fre000904,,True
2528,,mairet-athenais,Athénaïs,Jean Mairet,Jean Mairet,,Q1404434,1639.0,1642.0,,,Tragicomedy,Tragi-comedy,,,fre000905,,False
2529,,mairet-illustre-corsaire,L'Illustre Corsaire,Jean Mairet,Jean Mairet,,Q1404434,1629.0,1640.0,,,Tragicomedy,Tragi-comedy,,,fre000906,,False
2530,,malezieu-polichinelle-academie,Polichinelle Demandant une Place dans l'Académie,Nicolas De Malézieu,Nicolas De Malézieu,,Q3340955,1780.0,1780.0,,,,,,,fre000908,,False
2531,,marchadier-plaisir,Le Plaisir,L'Abbé Marchadier,L'Abbé Marchadier,,,1747.0,1749.0,,1747-08-03,Comedy,Comedy,,,fre000909,,False
2532,,marechal-jugement-dernier-des-rois,Le Jugement Dernier des Rois,Pierre-Sylvain Maréchal,Pierre Sylvain Maréchal,,,1793.0,1793.0,,1793-10-17,Comedy,Comedy,,,fre000910,,False
2533,,mareschala-dictateur-romain,Le Dictateur Romain,André Mareschal,André Mareschal,,Q2848243,1646.0,1646.0,,,Tragicomedy,Tragedy,,,fre000912,89.0,False
2534,,marivaux-triomphe-de-l-amour,Le Triomphe de l'Amour,Pierre De Marivaux,Pierre De Marivaux,,Q49478,1732.0,1732.0,,1732-03-12,Comedy,Comedy,,,fre000954,,False
2535,,marmontel-hercule-mourant,Hercule Mourant,Jean-François Marmontel,Jean François Marmontel,,Q379923,1761.0,1761.0,,1761-03-04,,,,,fre000956,,False
2536,,marmontel-huron,Le Huron,Jean-François Marmontel,Jean François Marmontel,,Q379923,1768.0,1768.0,,,Comedy,Comedy,,,fre000957,,False
2537,,marolles-avaricieux,L'Aululaire,Philippe Marolles,Philippe Marolles,,,1660.0,1660.0,,,Tragicomedy,Tragi-comedy,,,fre000958,,False
2538,,mathieu-magicienne-etrangere,La Magicienne Etrangère,Pierre Matthieu,Pierre Matthieu,,Q3386220,1617.0,1617.0,,,Tragedy,Tragedy,,,fre000959,,False
2539,,mayeur-eleve-de-la-nature,L'Elève de la Nature,François-Marie Mayeur De Saint-Paul,François Marie Mayeur De Saint Paul,,Q3302963,1781.0,1781.0,,,Comedy,Comedy,,,fre000960,,False
2540,,melandri-halle-aux-baisers,La Halle aux Baisers,Achille Mélandri,Achille Mélandri,,Q25391711,1883.0,1883.0,,,,,,,fre000961,,False
2541,,mercier-destruction-de-la-ligue,La Destruction de la Ligue la Réduction de Paris.,Louis-Sébastien Mercier,Louis Sébastien Mercier,,Q709670,1782.0,1783.0,,,,,,,fre000962,,False
2542,,mercier-habitant-guadeloupe,L'Habitant de la Guadeloupe Comédie en Trois Actes,Louis-Sébastien Mercier,Louis Sébastien Mercier,,Q709670,1782.0,1786.0,,,,,,,fre000963,,False
2543,,mercier-jenneval,Jenneval ou Le Barnevelt Français,Louis-Sébastien Mercier,Louis Sébastien Mercier,,Q709670,1769.0,1769.0,,,,,,,fre000964,,False
2544,,mercier-liberateur,Le Libérateur,Louis-Sébastien Mercier,Louis Sébastien Mercier,,Q709670,1797.0,1797.0,,,Comedy,Comedy,,,fre000965,,False
2545,,mercier-tombeaux-de-verone,Les Tombeaux de Vérone.,Louis-Sébastien Mercier,Louis Sébastien Mercier,,Q709670,1783.0,1783.0,,,,,,,fre000966,,False
2546,,merle-a-bas-moliere,A Bas Molière,Meerle,Meerle,,,1809.0,1809.0,,1809-08-21,,,,,fre000967,,False
2547,,millevoye-dialogue-lucien-boileau,Lucien Boileau,Charles Millevoye,Charles Millevoye,,Q966425,1827.0,1827.0,,,,,,,fre000968,,False
2548,,mirbeau-litterature,Littérature,Octave Mirbeau,Octave Mirbeau,,Q23441,1902.0,1902.0,,,Comedy,Comedy,,,fre000972,,False
2549,,moissy-comedie,La Comédie,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000973,,False
2550,,moissy-deux-medecines,Les Deux Médecines,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000974,,False
2551,,moissy-duel,Le Duel,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000975,,False
2552,,moissy-gourmandes,Les Gourmandes,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000976,,False
2553,,moissy-goute,Le Goûté. les Jeux de la Petite Thalie.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000977,,False
2554,,moissy-habit-sans-galons,L'Habit sans Galons,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000978,,False
2555,,moissy-heureux-naturel,L'Heureux Naturel.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000979,,False
2556,,moissy-liaisons-dangereuses,Les Liaisons Dangereuses,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000980,,False
2557,,moissy-malheur-imprevu,Le Malheur Imprévu,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000981,,False
2558,,moissy-menuet,Le Menuet et L'Allemande. les Jeux de la Petite Thalie.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000982,,False
2559,,moissy-moineaux,Les Moineaux. dans les Jeux de la Petite Thalie.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000983,,False
2560,,moissy-petite-verole,La Petite Vérole.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000984,,False
2561,,moissy-petit-paysan,Le Petit Paysan Hardi.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000985,,False
2562,,moissy-piece-de-vers,La Pièce de vers ou Le Déjeuner des Académistes,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000986,,False
2563,,moissy-poches,Les Poches.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000987,,False
2564,,moissy-poupee,La Poupée.,Alexandre-Guillaume De Moissy,Alexandre Guillaume De Moissy,,Q2833352,1769.0,1769.0,,,,,,,fre000988,,False
