VALEUR,énée,achate,palinure,anne,didon,chœur-des-phéniciennes,iarbe,thérodomante,jule,ascagne,chœur-des-troyens,chœur,barce,mercure,chœur-des-[phéniciennes]-[tyriens],messager
iarbe,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.18181818181818182,9.09090909090909,9.09090909090909,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091
jule,0.45454545454545453,0.6545454545454544,3.681818181818181,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.09090909090909091,9.09090909090909,9.09090909090909,3.681818181818181,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091
jule,0.45454545454545453,0.6545454545454544,3.681818181818181,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.09090909090909091,9.09090909090909,9.09090909090909,3.681818181818181,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091
chœur-des-troyens,0.9090909090909091,0.009090909090909097,1.1136363636363635,0.009090909090909097,0.009090909090909097,0.36363636363636365,0.18181818181818182,0.18181818181818182,3.681818181818181,3.681818181818181,7.363636363636362,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.18181818181818182
chœur,0.009090909090909097,0.009090909090909097,0.36363636363636365,0.009090909090909097,1.3090909090909089,1.1136363636363635,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365,7.363636363636362,7.363636363636362,0.18181818181818182,0.18181818181818182,3.681818181818181
chœur,0.009090909090909097,0.009090909090909097,0.36363636363636365,0.009090909090909097,1.3090909090909089,1.1136363636363635,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365,7.363636363636362,7.363636363636362,0.18181818181818182,0.18181818181818182,3.681818181818181
mercure,0.6545454545454544,0.6545454545454544,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,9.09090909090909,0.09090909090909091,0.09090909090909091
chœur-des-[phéniciennes]-[tyriens],0.45454545454545453,0.45454545454545453,0.18181818181818182,0.6545454545454544,0.6545454545454544,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,9.09090909090909,0.09090909090909091
messager,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.6545454545454544,0.6545454545454544,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,3.681818181818181,3.681818181818181,0.09090909090909091,0.09090909090909091,9.09090909090909
Successions,énée,achate,palinure,anne,didon,chœur-des-phéniciennes,iarbe,thérodomante,jule,ascagne,chœur-des-troyens,chœur,barce,mercure,chœur-des-[phéniciennes]-[tyriens],messager
énée,0.0,0.3023255813953488,0.046511627906976744,0.3023255813953488,0.27906976744186046,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0
achate,0.9375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palinure,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.625,0.0,0.0,0.0,0.0,0.0,0.0
anne,0.42424242424242425,0.030303030303030304,0.0,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.06060606060606061,0.0,0.0,0.0
didon,0.375,0.0,0.0,0.40625,0.0,0.03125,0.0,0.0,0.0,0.0,0.03125,0.09375,0.03125,0.0,0.03125,0.0
chœur-des-phéniciennes,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iarbe,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thérodomante,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jule,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ascagne,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chœur-des-troyens,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chœur,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0
barce,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
mercure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chœur-des-[phéniciennes]-[tyriens],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
messager,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
