Dracor_ID,Wikidata_ID
fre000724,Q449451
fre000725,Q449451
fre000726,Q2958058
fre000727,Q2958058
fre000728,Q2958058
fre000729,Q942163
fre000730,Q1678003
fre000731,Q1678003
fre000732,Q18115160
fre000733,Q3370368
fre000734,Q5622850
fre000735,Q5622850
fre000736,Q5622850
fre000737,Q3340385
fre000738,Q3524846
fre000739,Q3524846
fre000740,Q3524846
fre000741,Q3524846
fre000742,Q3524846
fre000743,Q3524846
fre000744,Q3524846
fre000745,Q3524846
fre000746,Q3524846
fre000747,Q3524846
fre000748,Q3524846
fre000749,Q3524846
fre000750,Q3524846
fre000751,Q3524846
fre000752,Q3587883
fre000753,
fre000754,
fre000755,Q1393375
fre000756,Q738577
fre000757,Q3127563
fre000758,Q3127563
fre000759,Q3345844
fre000760,Q129022
fre000761,Q129022
fre000762,Q1356595
fre000763,Q1356595
fre000764,Q1356595
fre000765,Q1356595
fre000766,Q1356595
fre000767,Q1356595
fre000768,Q1356595
fre000769,Q1356595
fre000770,Q539301
fre000771,Q539301
fre000772,Q535
fre000773,Q535
fre000774,Q352287
fre000775,Q352287
fre000776,Q352287
fre000777,Q352287
fre000778,Q352287
fre000779,Q3059937
fre000780,Q2885973
fre000781,Q2885973
fre000782,
fre000783,
fre000784,Q7841
fre000785,
fre000786,Q289801
fre000787,Q289801
fre000788,Q289801
fre000789,Q2959462
fre000790,
fre000791,
fre000792,
fre000793,
fre000794,
fre000795,
fre000796,
fre000797,Q379929
fre000798,Q379929
fre000799,Q379929
fre000800,Q379929
fre000801,Q379929
fre000802,Q379929
fre000803,Q52084148
fre000804,Q1496335
fre000805,Q1496335
fre000806,Q1496335
fre000807,Q1496335
fre000808,Q1496335
fre000809,Q1496335
fre000810,Q1496335
fre000811,Q1496335
fre000812,Q1496335
fre000813,Q3175477
fre000814,
fre000815,Q21534628
fre000816,Q49496
fre000817,Q49496
fre000818,Q49496
fre000819,Q49496
fre000820,Q49496
fre000821,Q49496
fre000822,Q49496
fre000823,Q49496
fre000824,Q49496
fre000825,Q3185843
fre000826,Q3185843
fre000827,Q3185843
fre000828,
fre000829,Q380275
fre000830,Q380275
fre000831,Q725618
fre000832,Q725618
fre000833,Q725459
fre000834,Q725459
fre000835,Q725459
fre000836,Q379022
fre000837,Q379022
fre000838,Q379022
fre000839,Q379022
fre000840,Q379022
fre000841,
fre000842,Q28197175
fre000843,Q586389
fre000844,Q586389
fre000845,Q586389
fre000846,Q586389
fre000847,Q586389
fre000848,Q586389
fre000849,Q586389
fre000850,Q586389
fre000851,Q586389
fre000852,
fre000853,Q3385814
fre000854,
fre000855,
fre000856,
fre000857,Q379926
fre000858,
fre000859,Q1393531
fre000860,Q1333348
fre000861,Q113239003
fre000862,
fre000863,
fre000864,Q1333348
fre000865,
fre000866,Q3287662
fre000867,Q3287662
fre000868,Q3287662
fre000869,Q3287662
fre000870,Q3287662
fre000871,Q3262517
fre000872,Q343159
fre000873,Q343159
fre000874,Q343159
fre000875,Q3061053
fre000876,Q3061053
fre000877,Q11927097
fre000878,Q267962
fre000879,Q267962
fre000880,Q267962
fre000881,Q3288216
fre000882,Q17486064
fre000883,
fre000884,Q1237752
fre000885,Q1237752
fre000886,Q1237752
fre000887,
fre000888,Q3440138
fre000889,Q3261946
fre000890,
fre000891,Q47925802
fre000892,Q47925802
fre000893,Q3135516
fre000894,
fre000895,
fre000896,
fre000897,Q6171081
fre000898,Q6171081
fre000899,Q6171081
fre000900,Q6171081
fre000901,Q6171081
fre000902,Q6171081
fre000903,Q6171081
fre000904,Q230670
fre000905,Q1404434
fre000906,Q1404434
fre000907,Q1404434
fre000908,Q3340955
fre000909,
fre000910,
fre000911,Q2848243
fre000912,Q2848243
fre000913,Q2848243
fre000914,Q2848243
fre000915,Q2848243
fre000916,Q2848243
fre000917,Q2848243
fre000918,Q2848243
fre000919,Q2848243
fre000920,Q2848243
fre000921,Q49478
fre000922,Q49478
fre000923,Q49478
fre000924,Q49478
fre000925,Q49478
fre000926,Q49478
fre000927,Q49478
fre000928,Q49478
fre000929,Q49478
fre000930,Q49478
fre000931,Q49478
fre000932,Q49478
fre000933,Q49478
fre000934,Q49478
fre000935,Q49478
fre000936,Q49478
fre000937,Q49478
fre000938,Q49478
fre000939,Q49478
fre000940,Q49478
fre000941,Q49478
fre000942,Q49478
fre000943,Q49478
fre000944,Q49478
fre000945,Q49478
fre000946,Q49478
fre000947,Q49478
fre000948,Q49478
fre000949,Q49478
fre000950,Q49478
fre000951,Q49478
fre000952,Q49478
fre000953,Q49478
fre000954,Q49478
fre000955,Q49478
fre000956,Q379923
fre000957,Q379923
fre000958,
fre000959,Q3386220
fre000960,Q3302963
fre000961,Q25391711
fre000962,Q709670
fre000963,Q709670
fre000964,Q709670
fre000965,Q709670
fre000966,Q709670
fre000967,
fre000968,Q966425
fre000969,Q108555712
fre000970,
fre000971,Q23441
fre000972,Q23441
fre000973,Q2833352
fre000974,Q2833352
fre000975,Q2833352
fre000976,Q2833352
fre000977,Q2833352
fre000978,Q2833352
fre000979,Q2833352
fre000980,Q2833352
fre000981,Q2833352
fre000982,Q2833352
fre000983,Q2833352
fre000984,Q2833352
fre000985,Q2833352
fre000986,Q2833352
fre000987,Q2833352
fre000988,Q2833352
fre000989,Q2833352
fre000990,Q2833352
fre000991,Q2833352
fre000992,Q2833352
fre000993,Q687
fre000994,Q687
fre000995,Q687
fre000996,Q687
fre000997,Q687
fre000998,Q687
fre000999,Q687
fre001000,Q687
fre001001,Q687
fre001002,Q687
fre001003,Q687
fre001004,Q687
fre001005,Q687
fre001006,Q687
fre001007,Q687
fre001008,Q687
fre001009,Q687
fre001010,Q687
fre001011,Q687
fre001012,Q687
fre001013,Q687
fre001014,Q687
fre001015,Q687
fre001016,Q687
fre001017,Q687
fre001018,Q687
fre001019,Q687
fre001020,Q687
fre001021,Q687
fre001022,Q687
fre001023,Q687
fre001024,Q687
fre001025,Q687
fre001026,Q687
fre001028,Q374622
fre001029,Q374622
fre001030,Q587273
fre001031,
fre001032,
fre001033,Q475526
fre001034,Q475526
fre001035,Q475526
fre001036,Q475526
fre001037,Q475526
fre001038,Q475526
fre001039,Q475526
fre001040,Q475526
fre001041,Q475526
fre001042,
fre001043,Q1093666
fre001044,Q587273
fre001045,Q587273
fre001046,Q587273
fre001047,Q587273
fre001048,Q587273
fre001049,Q4775492
fre001050,Q4775492
fre001051,
fre001052,Q179680
fre001053,Q179680
fre001054,Q179680
fre001055,Q179680
fre001056,Q179680
fre001057,Q179680
fre001058,Q179680
fre001059,Q179680
fre001060,Q179680
fre001061,Q179680
fre001062,Q179680
fre001063,Q2871626
fre001064,Q2871626
fre001065,Q2871626
fre001066,Q2871626
fre001067,Q2871626
fre001068,Q2871626
fre001069,Q2871626
fre001070,Q2871626
fre001071,Q3121274
fre001072,Q3121274
fre001073,Q3121274
fre001074,Q3121274
fre001075,Q177063
fre001076,Q1933689
fre001077,Q1933689
fre001078,Q1933689
fre001079,Q1933689
fre001080,Q1933689
fre001081,
fre001082,Q1330059
fre001083,Q1330059
fre001084,Q1393388
fre001085,
fre001086,Q2854140
fre001087,Q2854140
fre001088,Q2854140
fre001089,
fre001090,
fre001091,
fre001092,
fre001093,
fre001094,
fre001095,Q965322
fre001096,Q965322
fre001097,Q965322
fre001098,Q965322
fre001099,Q965322
fre001100,Q965322
fre001101,Q2958057
fre001102,Q3185458
fre001103,Q3185458
fre001104,Q3340965
fre001105,
fre001106,
fre001107,
fre001108,Q2958352
fre001109,
fre001110,
fre001111,
fre001112,
fre001113,
fre001114,Q3173969
fre001115,Q18115732
fre001116,Q3382839
fre001117,Q983437
fre001118,Q983437
fre001119,Q983437
fre001120,Q983437
fre001121,Q983437
fre001122,Q983437
fre001123,Q983437
fre001124,
fre001125,
fre001126,
fre001127,
fre001128,
fre001129,
fre001130,Q1871924
fre001131,
fre001132,
fre001133,Q1871924
fre001134,Q3380553
fre001135,Q3380553
fre001136,Q3380553
fre001137,Q2894871
fre001138,
fre001139,Q3301648
fre001140,
fre001141,
fre001142,Q55887604
fre001143,Q55887604
fre001144,Q4376281
fre001145,Q4376281
fre001146,
fre001147,Q3340704
fre001148,Q3340704
fre001149,Q3340704
fre001150,Q3340704
fre001151,Q3340704
fre001152,Q3174141
fre001153,Q3174141
fre001154,Q3174141
fre001155,Q3174141
fre001156,Q3174141
fre001157,Q3174141
fre001158,Q3174141
fre001159,Q3311196
fre001160,Q3311196
fre001161,Q379947
fre001162,Q379947
fre001163,Q379947
fre001164,Q379947
fre001165,Q379947
fre001166,Q379947
fre001167,Q379947
fre001168,Q379947
fre001169,Q379947
fre001170,Q379947
fre001171,Q379947
fre001172,Q379947
fre001173,Q379947
fre001174,Q379947
fre001175,Q379947
fre001176,Q379947
fre001177,Q379947
fre001178,Q379947
fre001179,Q379947
fre001180,Q379947
fre001181,Q379947
fre001182,Q379947
fre001183,Q379947
fre001184,Q742
fre001185,Q742
fre001186,Q742
fre001187,Q742
fre001188,Q742
fre001189,Q742
fre001190,Q742
fre001191,Q742
fre001192,Q742
fre001193,Q742
fre001194,Q742
fre001195,Q742
fre001196,Q742
fre001197,Q742
fre001198,Q742
fre001199,Q742
fre001200,Q742
fre001201,Q123462147
fre001202,Q732695
fre001203,Q732695
fre001204,Q732695
fre001205,Q732695
fre001206,Q732695
fre001207,Q732695
fre001208,Q732695
fre001209,Q732695
fre001210,Q732695
fre001211,Q732695
fre001212,Q732695
fre001213,Q732695
fre001214,Q732695
fre001215,Q732695
fre001216,Q732695
fre001217,Q732695
fre001218,Q732695
fre001219,Q732695
fre001220,Q732695
fre001221,Q732695
fre001222,Q732695
fre001223,Q314987
fre001224,Q314987
fre001225,Q732729
fre001226,
fre001227,
fre001228,Q97774517
fre001229,Q3287628
fre001230,
fre001231,
fre001232,Q517188
fre001233,Q921462
fre001234,Q921462
fre001235,Q3442663
fre001236,Q3442663
fre001237,Q561715
fre001238,Q561715
fre001239,Q561715
fre001240,Q561715
fre001241,Q561715
fre001242,Q561715
fre001243,Q561715
fre001244,Q561715
fre001245,Q561715
fre001246,Q561715
fre001247,Q561715
fre001248,Q561715
fre001249,Q561715
fre001250,Q561715
fre001251,Q561715
fre001252,Q561715
fre001253,Q561715
fre001254,Q561715
fre001255,Q3308793
fre001256,Q471026
fre001257,Q471026
fre001258,Q471026
fre001259,Q3386874
fre001260,Q6527
fre001261,Q6527
fre001262,Q6527
fre001263,Q6527
fre001264,Q6527
fre001265,Q347289
fre001266,Q347289
fre001267,Q1096895
fre001268,Q1096895
fre001269,Q1096895
fre001270,Q1096895
fre001271,Q1096895
fre001272,Q1096895
fre001273,Q1096895
fre001274,Q1096895
fre001275,Q1096895
fre001276,Q1096895
fre001277,Q1096895
fre001278,Q1096895
fre001279,Q1096895
fre001280,Q1096895
fre001281,Q1096895
fre001282,Q1096895
fre001283,Q1096895
fre001284,Q1096895
fre001285,Q1096895
fre001286,Q1096895
fre001287,Q1096895
fre001288,Q1096895
fre001289,Q1096895
fre001290,Q1096895
fre001291,Q1096895
fre001292,Q1096895
fre001293,Q1096895
fre001294,Q1096895
fre001295,Q1096895
fre001296,Q1096895
fre001297,Q1096895
fre001298,Q1096895
fre001299,Q1096895
fre001300,Q1096895
fre001301,Q1096895
fre001302,Q2036986
fre001303,Q2036986
fre001304,Q2036986
fre001305,Q2036986
fre001306,Q2036986
fre001307,
fre001308,
fre001309,
fre001310,Q28949675
fre001311,
fre001312,
fre001313,
fre001314,Q511289
fre001315,
fre001316,Q3469945
fre001317,Q3816
fre001318,Q3816
fre001319,Q3816
fre001320,Q822205
fre001321,Q822205
fre001322,Q822205
fre001323,Q822205
fre001324,Q822205
fre001325,Q822205
fre001326,Q551725
fre001327,Q551725
fre001328,Q551725
fre001329,Q551725
fre001330,Q551725
fre001331,Q551725
fre001332,Q551725
fre001333,Q551725
fre001334,Q551725
fre001335,Q551725
fre001336,Q3175704
fre001337,Q3175704
fre001338,Q319261
fre001339,Q319261
fre001340,Q319261
fre001341,Q319261
fre001342,Q319261
fre001343,Q772240
fre001344,Q772240
fre001345,Q772240
fre001346,Q772240
fre001347,Q772240
fre001348,Q772240
fre001349,Q772240
fre001350,Q772240
fre001351,Q772240
fre001352,Q772240
fre001353,Q367243
fre001354,Q367243
fre001355,Q367243
fre001356,Q321684
fre001357,
fre001358,
fre001359,
fre001360,
fre001361,Q585641
fre001362,Q585641
fre001363,Q585641
fre001364,
fre001365,Q7235
fre001366,Q7235
fre001367,Q7235
fre001368,Q7235
fre001369,Q7235
fre001370,Q7235
fre001371,Q7235
fre001372,
fre001373,Q123041
fre001374,Q123041
fre001375,Q2825111
fre001376,Q3535636
fre001377,Q3535636
fre001378,Q3535636
fre001379,Q28933577
fre001380,
fre001381,Q3387166
fre001382,Q1451213
fre001383,Q1451213
fre001384,Q1451213
fre001385,Q1451213
fre001386,Q1451213
fre001387,Q3100336
fre001388,Q358491
fre001389,Q276675
fre001390,Q276675
fre001391,Q276675
fre001392,Q276675
fre001393,
fre001394,
fre001395,Q3260943
fre001396,
fre001397,
fre001398,
fre001399,Q462644
fre001400,Q462644
fre001401,
fre001402,
fre001403,Q454246
fre001404,
fre001405,Q20666509
fre001406,Q20666509
fre001407,Q2976734
fre001408,Q9068
fre001409,Q9068
fre001410,Q9068
fre001411,Q9068
fre001412,Q9068
fre001413,Q9068
fre001414,Q9068
fre001415,Q9068
fre001416,Q9068
fre001417,Q9068
fre001418,Q9068
fre001419,Q9068
fre001420,Q9068
fre001421,Q9068
fre001422,Q9068
fre001423,Q9068
fre001424,Q9068
fre001425,Q9068
fre001426,Q9068
fre001427,Q9068
fre001428,Q9068
fre001429,Q9068
fre001430,Q9068
fre001431,Q9068
fre001432,Q9068
