Dracor_ID,Full author name
fre001807,René Bary
fre001809,René Bary
fre001811,René Bary
fre001834,René Bary
fre001835,René Bary
fre001814,René Bary
fre001587,René Bary
fre001837,René Bary
fre001815,René Bary
fre001838,René Bary
fre001842,René Bary
fre001589,René Bary
fre001847,René Bary
fre001820,René Bary
fre001849,René Bary
fre001590,René Bary
fre001852,René Bary
fre001819,René Bary
fre001804,René Bary
fre001805,René Bary
fre001808,René Bary
fre001843,René Bary
fre001588,René Bary
fre001853,René Bary
fre001591,René Bary
fre001831,René Bary
fre001803,René Bary
fre001832,René Bary
fre001833,René Bary
fre001806,René Bary
fre001810,René Bary
fre001812,René Bary
fre001813,René Bary
fre001836,René Bary
fre001816,René Bary
fre001818,René Bary
fre001846,René Bary
fre001848,René Bary
fre001850,René Bary
fre001851,René Bary
fre000088,Henri De Bornier
fre000089,Pierre-Augustin Caron De Beaumarchais
fre000090,Pierre-Augustin Caron De Beaumarchais
fre000091,Alexandre-Louis-Bertrand De Beaunoir
fre000092,Alexandre-Louis-Bertrand De Beaunoir
fre000093,Alexandre-Louis-Bertrand De Beaunoir
fre000094,Alexandre-Louis-Bertrand De Beaunoir
fre000095,Alexandre-Louis-Bertrand De Beaunoir
fre000096,Alexandre-Louis-Bertrand De Beaunoir
fre001463,Henry Becque
fre000097,Henry Becque
fre001464,Henry Becque
fre000098,Henry Becque
fre001507,Henry Becque
fre000099,Henry Becque
fre000100,Henry Becque
fre001607,Fernand Beissier
fre001929,Fernand Beissier
fre001511,Fernand Beissier
fre001513,Fernand Beissier
fre001512,Fernand Beissier
fre001516,Fernand Beissier
fre001515,Fernand Beissier
fre001508,Fernand Beissier
fre001510,Fernand Beissier
fre001613,Fernand Beissier
fre001612,Fernand Beissier
fre001514,Fernand Beissier
fre001592,Fernand Beissier
fre001509,Fernand Beissier
fre000101,Isaac De Benserade
fre000102,Isaac De Benserade
fre000103,Isaac De Benserade
fre001593,Gaston Bergeret
fre000115,Catherine Bernard
fre000116,Catherine Bernard
fre000104,Charles De Bernard
fre001471,Tristan Bernard
fre001594,Tristan Bernard
fre001595,Tristan Bernard
fre000105,Tristan Bernard
fre000106,Tristan Bernard
fre000107,Tristan Bernard
fre001472,Tristan Bernard
fre001473,Tristan Bernard
fre001597,Tristan Bernard
fre001596,Tristan Bernard
fre001517,Tristan Bernard
fre001598,Tristan Bernard
fre001599,Tristan Bernard
fre001474,Tristan Bernard
fre000108,Tristan Bernard
fre000109,Tristan Bernard
fre001475,Tristan Bernard
fre000110,Tristan Bernard
fre000111,Tristan Bernard
fre000112,Tristan Bernard
fre000113,Tristan Bernard
fre000114,Tristan Bernard
fre001603,Arnaud Berquin
fre001604,Arnaud Berquin
fre001605,Arnaud Berquin
fre001601,Arnaud Berquin
fre001602,Arnaud Berquin
fre001600,Arnaud Berquin
fre001518,Jean Bertaut
fre001606,Auguste-Louis Bertin D'Antilly
fre000117,Bertol-Graivil
fre000118,René Berton
fre000119,Charles De Beys
fre000120,Théodore De Bèze
fre000122,Pierre-François Biancolelli
fre000121,Pierre-François Biancolelli
fre000123,Pierre-François Biancolelli
fre000126,Pierre-François Biancolelli
fre000127,Pierre-François Biancolelli
fre000128,Pierre-François Biancolelli
fre000129,Pierre-François Biancolelli
fre000124,Pierre-François Biancolelli
fre000125,Pierre-François Biancolelli
fre000130,Jean Charles François Bideau De Montigny
fre000131,François-Georges Mareschal De Bièvre
fre000132,François-Georges Mareschal De Bièvre
fre001854,Jacques De Biez
fre001519,Paul Bilhaud
fre000133,Paul Bilhaud
fre000136,Edme Billard-Demonceau
fre000134,Edme-Louis Billardon De Sauvigny
fre000135,Edme-Louis Billardon De Sauvigny
fre000138,Bizet
fre000137,Bizet
fre000139,Marc Antoine Blanc
fre000140,Théodore Blanc
fre001465,Émile Blémont
fre000142,Émile Blémont
fre000143,Émile Blémont
fre000141,Émile Blémont
fre000144,Émile Blémont
fre001614,Nicolas-Marie-Felix Bodard De Tezay
fre000145,Nicolas De Bohaire-Dutheil
fre000146,Nicolas De Bohaire-Dutheil
fre000147,Nicolas Boileau
fre000148,François De Boisrobert
fre000149,François De Boisrobert
fre000150,François De Boisrobert
fre000151,François De Boisrobert
fre000152,Louis De Boissy
fre000153,Louis De Boissy
fre000154,Louis De Boissy
fre000155,Louis De Boissy
fre000156,Louis De Boissy
fre000157,Louis De Boissy
fre000158,Louis De Boissy
fre000159,Louis De Boissy
fre000160,Louis De Boissy
fre000161,Louis De Boissy
fre000162,Louis De Boissy
fre000163,Louis De Boissy
fre000164,Louis De Boissy
fre000165,Louis De Boissy
fre001855,Paul Bonhomme
fre001856,Paul Bonhomme
fre001615,Paul Bonhomme
fre000166,Maurice Boniface
fre001616,Jean Bonin
fre000167,Paul Bonnetain
fre000168,Paul Bonnetain
fre001617,Charles Borde
fre001618,Henri De Bornier
fre000169,Henri De Bornier
fre000170,Henri De Bornier
fre000171,Pierre Boucher
fre001857,Maurice Bouchor
fre000172,Jean-Nicolas Bouilly
fre000173,Edme Boursault
fre000174,Edme Boursault
fre000175,Edme Boursault
fre000176,Edme Boursault
fre000177,Edme Boursault
fre000178,Edme Boursault
fre000179,Edme Boursault
fre000180,Edme Boursault
fre000181,Edme Boursault
fre000182,Edme Boursault
fre001858,Edme Boursault
fre000183,Edme Boursault
fre000184,Edme Boursault
fre000186,Claude Boyer
fre000187,Claude Boyer
fre000188,Claude Boyer
fre000189,Claude Boyer
fre000190,Claude Boyer
fre000191,Claude Boyer
fre000192,Claude Boyer
fre000193,Claude Boyer
fre000194,Claude Boyer
fre000195,Claude Boyer
fre000196,Claude Boyer
fre000197,Claude Boyer
fre000198,Claude Boyer
fre000199,Claude Boyer
fre000185,Abel Boyer
fre001619,Brécourt
fre000200,Brécourt
fre000201,Augustine Brohan
fre000202,Augustine Brohan
fre000203,Brosse
fre000204,Brosse
fre001859,Aristide Bruant
fre001453,David-Augustin De Brueys
fre001622,David-Augustin De Brueys
fre001621,David-Augustin De Brueys
fre000205,David-Augustin De Brueys
fre001620,David-Augustin De Brueys
fre000206,Bruleboeuf-Letournan
fre001930,William Brunach
fre001623,William Brunach
fre000207,Charles-Louis Cadet De Gassicourt
fre001624,Louis De Cahusac
fre000208,Louis De Cahusac
fre000209,Jean-François Cailhava D'Estendoux
fre000210,André-Charles Cailleau
fre001625,Augustin Caminade De Chatenay
fre000211,Henriette Campan
fre000212,Henriette Campan
fre000213,Jean Galbert De Campistron
fre000214,Jean Galbert De Campistron
fre000215,Jean Galbert De Campistron
fre000216,Jean Galbert De Campistron
fre000217,Jean Galbert De Campistron
fre000218,Jean Galbert De Campistron
fre000219,Jean Galbert De Campistron
fre000220,Jean Galbert De Campistron
fre000221,Jean Galbert De Campistron
fre000222,Jean Galbert De Campistron
fre000223,Jean Galbert De Campistron
fre001454,Jean Galbert De Campistron
fre000224,Jean Galbert De Campistron
fre000225,Claude De Carbon De Flins
fre000226,Claude De Carbon De Flins
fre001520,Adolphe Carcassonne
fre001626,Adolphe Carcassonne
fre001521,Adolphe Carcassonne
fre001523,Adolphe Carcassonne
fre001526,Adolphe Carcassonne
fre001527,Adolphe Carcassonne
fre001529,Adolphe Carcassonne
fre001522,Adolphe Carcassonne
fre001525,Adolphe Carcassonne
fre001528,Adolphe Carcassonne
fre001530,Adolphe Carcassonne
fre001524,Adolphe Carcassonne
fre000229,Louis Carrogis De Carmontelle
fre000232,Louis Carrogis De Carmontelle
fre000227,Louis Carrogis De Carmontelle
fre000228,Louis Carrogis De Carmontelle
fre000230,Louis Carrogis De Carmontelle
fre000231,Louis Carrogis De Carmontelle
fre000233,Louis Carrogis De Carmontelle
fre001532,Louis Carrogis De Carmontelle
fre000234,Louis Carrogis De Carmontelle
fre000235,Louis Carrogis De Carmontelle
fre000236,Louis Carrogis De Carmontelle
fre000237,Louis Carrogis De Carmontelle
fre000238,Louis Carrogis De Carmontelle
fre000239,Louis Carrogis De Carmontelle
fre000240,Louis Carrogis De Carmontelle
fre000241,Louis Carrogis De Carmontelle
fre000242,Louis Carrogis De Carmontelle
fre000243,Louis Carrogis De Carmontelle
fre000244,Louis Carrogis De Carmontelle
fre000245,Louis Carrogis De Carmontelle
fre000246,Louis Carrogis De Carmontelle
fre000247,Louis Carrogis De Carmontelle
fre000248,Louis Carrogis De Carmontelle
fre000249,Louis Carrogis De Carmontelle
fre000250,Louis Carrogis De Carmontelle
fre000251,Louis Carrogis De Carmontelle
fre000252,Louis Carrogis De Carmontelle
fre000253,Louis Carrogis De Carmontelle
fre000254,Louis Carrogis De Carmontelle
fre000255,Louis Carrogis De Carmontelle
fre000256,Louis Carrogis De Carmontelle
fre000257,Louis Carrogis De Carmontelle
fre001531,Louis Carrogis De Carmontelle
fre001630,Louis Carrogis De Carmontelle
fre001535,Louis Carrogis De Carmontelle
fre001537,Louis Carrogis De Carmontelle
fre001631,Louis Carrogis De Carmontelle
fre001538,Louis Carrogis De Carmontelle
fre001632,Louis Carrogis De Carmontelle
fre001540,Louis Carrogis De Carmontelle
fre001627,Louis Carrogis De Carmontelle
fre001533,Louis Carrogis De Carmontelle
fre001534,Louis Carrogis De Carmontelle
fre001628,Louis Carrogis De Carmontelle
fre001629,Louis Carrogis De Carmontelle
fre001539,Louis Carrogis De Carmontelle
fre001633,Louis Carrogis De Carmontelle
fre001536,Louis Carrogis De Carmontelle
fre000258,Louis Carrogis De Carmontelle
fre000259,Louis Carrogis De Carmontelle
fre000260,Louis Carrogis De Carmontelle
fre000261,Louis Carrogis De Carmontelle
fre000262,Louis Carrogis De Carmontelle
fre000263,Louis Carrogis De Carmontelle
fre000264,Louis Carrogis De Carmontelle
fre000265,Louis Carrogis De Carmontelle
fre000266,Louis Carrogis De Carmontelle
fre000267,Louis Carrogis De Carmontelle
fre000268,Louis Carrogis De Carmontelle
fre000269,Louis Carrogis De Carmontelle
fre000270,Louis Carrogis De Carmontelle
fre000271,Louis Carrogis De Carmontelle
fre000272,Louis Carrogis De Carmontelle
fre000273,Louis Carrogis De Carmontelle
fre000274,Louis Carrogis De Carmontelle
fre000275,Louis Carrogis De Carmontelle
fre000276,Louis Carrogis De Carmontelle
fre000277,Louis Carrogis De Carmontelle
fre000278,Louis Carrogis De Carmontelle
fre001634,Louis Carrogis De Carmontelle
fre001636,Évariste Carrance
fre001638,Évariste Carrance
fre001640,Évariste Carrance
fre001635,Évariste Carrance
fre001637,Évariste Carrance
fre001639,Évariste Carrance
fre001641,Évariste Carrance
fre000279,A. Carrière-Doisin
fre000280,A. Carrière-Doisin
fre001642,Marie-Henri-François-Élisabeth De Carrion-Nisas
fre001643,Marie-Henri-François-Élisabeth De Carrion-Nisas
fre000281,Caylus
fre000282,Caylus
fre000283,Eugène Ceillier
fre000284,Le Chevalier Pierre Cérou
fre000285,Michel Paul Guy De Chabanon
fre000286,Michel Paul Guy De Chabanon
fre000287,Michel Paul Guy De Chabanon
fre001644,Louis Chalmeton
fre001648,Louis Chalmeton
fre001646,Louis Chalmeton
fre001645,Louis Chalmeton
fre001647,Louis Chalmeton
fre001649,Louis Chalmeton
fre000288,Nicolas Chamfort
fre000289,Nicolas Chamfort
fre000290,Champmeslé
fre000291,Champmeslé
fre000292,Jacques De Champrepus
fre000293,Samuel Chappuzeau
fre001476,Samuel Chappuzeau
fre001860,Charles De Livry
fre000294,Chauvin
fre000295,Chauvin
fre000296,Chazet
fre000297,Chazet
fre000298,Chazet
fre000299,Marie-Joseph De Chénier
fre001650,Arthur Chéreau
fre000300,Louis-Claude Chéron De La Bruyère
fre000301,Chevalier
fre000302,Chevalier
fre000303,Chevalier
fre000304,Chevalier
fre000305,Chevalier
fre000306,Chevalier
fre000307,Chevalier
fre000308,Chevalier
fre000309,Urbain Chevreau
fre001861,Urbain Chevreau
fre001862,Urbain Chevreau
fre000310,Pierre Corneille
fre000311,Pierre Corneille
fre001863,Paul Siraudin
fre000312,Jules Claretie
fre001651,Georges Clémenceau
fre000313,Charles-Pierre Colardeau
fre000315,Charles Collé
fre000316,Charles Collé
fre000317,Charles Collé
fre000318,Charles Collé
fre000319,Charles Collé
fre001653,Charles Collé
fre001864,Charles Collé
fre001865,Charles Collé
fre001652,Jean Baptiste Collet
fre000314,Anne-Hyacinthe De Colleville
fre000320,Benjamin Constant
fre000321,Pierre Corneille
fre000322,Pierre Corneille
fre000323,Pierre Corneille
fre000325,Pierre Corneille
fre000324,Pierre Corneille
fre000327,Pierre Corneille
fre000326,Pierre Corneille
fre000328,Pierre Corneille
fre000329,Pierre Corneille
fre000330,Pierre Corneille
fre000331,Pierre Corneille
fre000332,Pierre Corneille
fre000333,Pierre Corneille
fre000335,Pierre Corneille
fre000334,Pierre Corneille
fre000337,Pierre Corneille
fre000336,Pierre Corneille
fre000338,Pierre Corneille
fre000339,Pierre Corneille
fre000340,Pierre Corneille
fre000341,Pierre Corneille
fre000342,Pierre Corneille
fre000343,Pierre Corneille
fre000344,Pierre Corneille
fre000345,Pierre Corneille
fre000346,Pierre Corneille
fre000347,Pierre Corneille
fre000348,Pierre Corneille
fre000349,Pierre Corneille
fre000350,Pierre Corneille
fre000351,Pierre Corneille
fre000352,Pierre Corneille
fre000353,Pierre Corneille
fre000354,Pierre Corneille
fre000355,Pierre Corneille
fre000357,Pierre Corneille
fre000356,Pierre Corneille
fre000358,Thomas Corneille
fre000359,Thomas Corneille
fre000360,Thomas Corneille
fre001477,Thomas Corneille
fre000361,Thomas Corneille
fre000362,Thomas Corneille
fre000363,Thomas Corneille
fre000364,Thomas Corneille
fre000365,Thomas Corneille
fre000366,Thomas Corneille
fre000367,Thomas Corneille
fre000368,Thomas Corneille
fre000369,Thomas Corneille
fre000370,Thomas Corneille
fre000371,Thomas Corneille
fre000372,Thomas Corneille
fre000373,Thomas Corneille
fre000374,Thomas Corneille
fre000375,Thomas Corneille
fre000376,Thomas Corneille
fre000377,Thomas Corneille
fre000378,Thomas Corneille
fre000379,Thomas Corneille
fre000380,Thomas Corneille
fre000381,Thomas Corneille
fre000382,Thomas Corneille
fre000383,Thomas Corneille
fre000384,Thomas Corneille
fre000385,Thomas Corneille
fre000386,Thomas Corneille
fre000387,Thomas Corneille
fre000388,Thomas Corneille
fre000389,Thomas Corneille
fre000391,André-François De Coupigny
fre000390,Coupigny
fre001654,Georges Courteline
fre001478,Georges Courteline
fre001479,Georges Courteline
fre001480,Georges Courteline
fre001660,Georges Courteline
fre001661,Georges Courteline
fre000392,Georges Courteline
fre001481,Georges Courteline
fre001482,Georges Courteline
fre001483,Georges Courteline
fre001662,Georges Courteline
fre001541,Georges Courteline
fre001484,Georges Courteline
fre001655,Georges Courteline
fre001663,Georges Courteline
fre001664,Georges Courteline
fre001542,Georges Courteline
fre001671,Georges Courteline
fre001675,Georges Courteline
fre001658,Georges Courteline
fre001659,Georges Courteline
fre001668,Georges Courteline
fre001656,Georges Courteline
fre001657,Georges Courteline
fre001485,Georges Courteline
fre001665,Georges Courteline
fre000393,Georges Courteline
fre001666,Georges Courteline
fre001667,Georges Courteline
fre001486,Georges Courteline
fre001487,Georges Courteline
fre001669,Georges Courteline
fre001670,Georges Courteline
fre001488,Georges Courteline
fre001489,Georges Courteline
fre001672,Georges Courteline
fre001490,Georges Courteline
fre000394,Georges Courteline
fre001491,Georges Courteline
fre000395,Georges Courteline
fre001673,Georges Courteline
fre001674,Georges Courteline
fre000397,Prosper Jolyot De Crébillon
fre000398,Prosper Jolyot De Crébillon
fre000399,Prosper Jolyot De Crébillon
fre000400,Prosper Jolyot De Crébillon
fre000401,Prosper Jolyot De Crébillon
fre000402,Prosper Jolyot De Crébillon
fre000403,Prosper Jolyot De Crébillon
fre000404,Prosper Jolyot De Crébillon
fre000405,Prosper Jolyot De Crébillon
fre000396,Claude-Prosper Jolyot De Crébillon
fre000406,Léon Crossonnois
fre001676,Paul Croiset
fre001677,Paul Croiset
fre000407,Charles Cros
fre000408,Charles Cros
fre000409,Charles Cros
fre000410,Charles Cros
fre000411,Charles Cros
fre000412,Charles Cros
fre000413,Charles Cros
fre000414,Michel De Cubières-Palmézeaux
fre000415,Michel De Cubières-Palmézeaux
fre000416,Michel De Cubières-Palmézeaux
fre000417,Michel De Cubières-Palmézeaux
fre000418,Michel De Cubières-Palmézeaux
fre000419,Michel De Cubières-Palmézeaux
fre000420,Michel De Cubières-Palmézeaux
fre000421,Michel De Cubières-Palmézeaux
fre000422,Michel De Cubières-Palmézeaux
fre000423,Savinien De Cyrano De Bergerac
fre000424,Savinien De Cyrano De Bergerac
fre001866,Charles De Vion D'Alibray
fre000425,Charles De Vion D'Alibray
fre001678,Antoine Danchet
fre000426,Dancourt
fre000427,Dancourt
fre000428,Dancourt
fre000429,Dancourt
fre000430,Dancourt
fre000431,Dancourt
fre000432,Dancourt
fre000433,Dancourt
fre000434,Dancourt
fre000435,Dancourt
fre000436,Dancourt
fre000437,Dancourt
fre000439,Dancourt
fre000438,Dancourt
fre000440,Dancourt
fre000441,Dancourt
fre000442,Dancourt
fre000443,Dancourt
fre000444,Dancourt
fre000445,Dancourt
fre000446,Dancourt
fre000447,Dancourt
fre000448,Dancourt
fre000449,Dancourt
fre000450,Dancourt
fre000451,Dancourt
fre000452,Dancourt
fre000453,Dancourt
fre000454,Dancourt
fre000455,Dancourt
fre000456,Dancourt
fre000457,Dancourt
fre000458,Dancourt
fre000459,Dancourt
fre000460,Dancourt
fre000461,Dancourt
fre000462,Dancourt
fre000463,Dancourt
fre000464,Dancourt
fre000465,Dancourt
fre000466,Dancourt
fre000467,Dancourt
fre000468,Dancourt
fre000469,Dancourt
fre000470,Dancourt
fre000471,Dancourt
fre000472,Dancourt
fre000473,Dancourt
fre000475,Dancourt
fre000474,Dancourt
fre000476,Dancourt
fre000477,Gilles De Caux De Montlebert
fre000478,Casimir Delavigne
fre000479,Casimir Delavigne
fre000480,Casimir Delavigne
fre001867,Louis Dépret
fre001932,Louis Dépret
fre000481,Emmanuel Des Essarts
fre001868,Desfontaines
fre000482,Desfontaines-Lavallée
fre000483,Desfontaines
fre000484,Desfontaines
fre000485,Desfontaines
fre000486,Desfontaines
fre000487,Antoinette Du Ligier De La Garde Deshoulières
fre000488,Antoinette Du Ligier De La Garde Deshoulières
fre000489,Marie-Catherine Desjardins
fre000490,Marie-Catherine Desjardins
fre000491,Louis-François Delisle De La Drevetière
fre000493,Joseph Desmarres
fre000494,Joseph Desmarres
fre000492,Jean Desmarets De Saint-Sorlin
fre000495,Jean Desmarets De Saint-Sorlin
fre000496,Claude-François Desportes
fre001679,Jean Baptiste Louis Deville
fre001492,Denis Diderot
fre000497,Denis Diderot
fre000498,Denis Diderot
fre000499,Denis Diderot
fre000500,Denis Diderot
fre000501,Denis Diderot
fre001543,Denis Diderot
fre000502,L.C. Discret
fre001869,Doigny Du Ponceau
fre001544,Maurice Donnay
fre000504,Jean Donneau De Visé
fre000505,Jean Donneau De Visé
fre000503,Jean Donneau De Visé
fre000506,Jean Donneau De Visé
fre000507,Jean Donneau De Visé
fre000508,Jean Donneau De Visé
fre000509,Jean Donneau De Visé
fre000510,Jean Donneau De Visé
fre000511,Jean Donneau De Visé
fre000512,Jean Donneau De Visé
fre000513,Jean Donneau De Visé
fre000514,Jean Donneau De Visé
fre000515,Claude-Joseph Dorat
fre001680,Claude-Joseph Dorat
fre001681,Claude-Joseph Dorat
fre000516,Claude-Joseph Dorat
fre000517,Dorimond
fre000518,Dorimond
fre000519,Dorimond
fre000520,Dorimond
fre000521,Dorneval
fre000526,Dorneval
fre000522,Dorneval
fre000523,Dorneval
fre000524,Dorneval
fre000525,Dorneval
fre000527,Sébastien-Marie-Mathurin Gazon-Doruxigné
fre000528,Hyacinthe Dorvo
fre001870,Jean Drault
fre001873,Jean Drault
fre001871,Jean Drault
fre001872,Jean Drault
fre001683,Abraham Dreyfus
fre001682,Abraham Dreyfus
fre001684,Abraham Dreyfus
fre000565,Antoine De Feriol De Pont-De-Veyle
fre000576,Pierre Du Ryer
fre000577,Pierre Du Ryer
fre000578,Pierre Du Ryer
fre000579,Pierre Du Ryer
fre000580,Pierre Du Ryer
fre000581,Pierre Du Ryer
fre000582,Pierre Du Ryer
fre000583,Pierre Du Ryer
fre000584,Pierre Du Ryer
fre000585,Pierre Du Ryer
fre000586,Pierre Du Ryer
fre000587,Pierre Du Ryer
fre000588,Pierre Du Ryer
fre000589,Pierre Du Ryer
fre000590,Pierre Du Ryer
fre000591,Pierre Du Ryer
fre000592,Pierre Du Ryer
fre000529,Claude Du Bosc De Montandré
fre000530,Joseph-François Duché De Vancy
fre001685,Joachim Duflot
fre000536,Charles Rivière Dufresny
fre000537,Charles Rivière Dufresny
fre000538,Charles Rivière Dufresny
fre000539,Charles Rivière Dufresny
fre000540,Charles Rivière Dufresny
fre000541,Charles Rivière Dufresny
fre000542,Charles Rivière Dufresny
fre000543,Charles Rivière Dufresny
fre000544,Charles Rivière Dufresny
fre000545,Charles Rivière Dufresny
fre000546,Charles Rivière Dufresny
fre000547,Charles Rivière Dufresny
fre000549,Charles Rivière Dufresny
fre000548,Charles Rivière Dufresny
fre000550,Charles Rivière Dufresny
fre000551,Charles Rivière Dufresny
fre000552,Charles Rivière Dufresny
fre000553,Charles Rivière Dufresny
fre000531,Regnard
fre000532,Regnard
fre000533,Jean-François Regnard
fre000534,Regnard
fre000535,Jean-François Regnard
fre000554,Dugazon
fre000555,Frédéric Duhomme
fre000556,Dumaniant
fre000557,Dumaniant
fre000559,Dumaniant
fre000558,Dumaniant
fre000560,Dumaniant
fre000561,Dumaniant
fre000562,Alexandre Dumas
fre000564,Emmanuel Dupaty
fre000563,Pierre Corneille
fre000566,Catherine Durant
fre000567,Catherine Durant
fre000568,Catherine Durant
fre000569,Catherine Durant
fre000570,Catherine Durant
fre000571,Catherine Durant
fre000572,Catherine Durant
fre000573,Catherine Durant
fre000574,Catherine Durant
fre000575,Catherine Durant
fre001874,Jean-Gilbert Durval
fre000593,Charles Cros
fre000594,Pirouette
fre000596,Félix-Auguste Duvert
fre000595,Félix-Auguste Duvert
fre000597,Hans Heinrich Von Ecker Und Eckhoffen
fre000598,Eschyle
fre000599,Eschyle
fre000600,Eschyle
fre000601,Eschyle
fre000602,Euripide
fre000603,Euripide
fre000604,Euripide
fre000605,Euripide
fre000606,Euripide
fre000607,Euripide
fre000608,Euripide
fre000609,François Fabié
fre001686,Fabre D'Eglantine
fre000610,Fabre D'Eglantine
fre000611,Barthélemy-Christophe Fagan
fre000612,Barthélemy-Christophe Fagan
fre000613,Barthélemy-Christophe Fagan
fre000614,Barthélemy-Christophe Fagan
fre001455,Anne Mauduit De Fatouville
fre001456,Anne Mauduit De Fatouville
fre000615,Charles-Simon Favart
fre001875,Charles-Simon Favart
fre000617,Charles-Nicolas-Joseph-Justin Favart
fre000618,Charles-Simon Favart
fre000619,Charles-Simon Favart
fre000616,Charles-Simon Favart
fre000620,Francois-Louis De Salignac De La Mothe De Fénelon
fre001876,Jacques De Biez
fre000621,Paul Ferrier
fre000622,Georges Feydeau
fre000623,Georges Feydeau
fre000624,Georges Feydeau
fre000626,Georges Feydeau
fre000625,Georges Feydeau
fre000627,Georges Feydeau
fre000628,Georges Feydeau
fre000629,Georges Feydeau
fre001878,Georges Feydeau
fre000630,Georges Feydeau
fre000631,Georges Feydeau
fre000632,Georges Feydeau
fre001879,Georges Feydeau
fre001687,Georges Feydeau
fre000633,Georges Feydeau
fre000634,Georges Feydeau
fre000635,Georges Feydeau
fre000636,Georges Feydeau
fre000638,Georges Feydeau
fre000637,Georges Feydeau
fre000639,Georges Feydeau
fre000640,Georges Feydeau
fre000641,Georges Feydeau
fre001877,Georges Feydeau
fre000642,Georges Feydeau
fre000643,Paul Fièvre
fre000644,Albert Henri Fiot
fre001688,Gustave Flaubert
fre000645,Jean Pierre Claris De Florian
fre000646,Jean Pierre Claris De Florian
fre000647,Jean Pierre Claris De Florian
fre000648,Jean Pierre Claris De Florian
fre000649,Jean Pierre Claris De Florian
fre000650,Melchior De Folard
fre000651,Bernard Le Bouyer De Fontenelle
fre000652,Édouard Fournier
fre000653,Édouard Fournier
fre001880,Nicolas-Étienne Framery
fre001881,Anatole France
fre000656,Louis Fuzelier
fre000654,Louis Fuzelier
fre000655,Alain-René Lesage
