Dracor_ID,Full author name
fre001329,Paul Scarron
fre001330,Paul Scarron
fre001331,Paul Scarron
fre001333,Paul Scarron
fre001332,Paul Scarron
fre001334,Paul Scarron
fre001335,Paul Scarron
fre001336,Jean De Schelandre
fre001337,Jean De Schelandre
fre001925,Alphonse Scheler
fre001338,Eugène Scribe
fre001339,Eugène Scribe
fre001790,Eugène Scribe
fre001340,Eugène Scribe
fre001341,Eugène Scribe
fre001342,Eugène Scribe
fre001343,Georges De Scudery
fre001344,Georges De Scudery
fre001345,Georges De Scudery
fre001346,Georges De Scudery
fre001347,Georges De Scudery
fre001348,Georges De Scudery
fre001349,Georges De Scudery
fre001350,Georges De Scudery
fre001351,Georges De Scudery
fre001352,Georges De Scudery
fre001353,Michel-Jean Sedaine
fre001926,Michel-Jean Sedaine
fre001791,Michel-Jean Sedaine
fre001354,Michel-Jean Sedaine
fre001355,Michel-Jean Sedaine
fre001356,Joseph-Alexandre Pierre Vicomte De Ségur
fre001357,Sénèque
fre001358,Sénèque
fre001792,Charles-Augustin Sewrin
fre001936,Paul Armand Silvestre
fre001937,Paul Siraudin
fre001939,Paul Siraudin
fre001938,Paul Siraudin
fre001359,Charles De Sivry
fre001360,Charles De Sivry
fre001361,Antoine Baudeau De Somaize
fre001362,Antoine Baudeau De Somaize
fre001363,Antoine Baudeau De Somaize
fre001364,Comte De Sommerive
fre001365,Sophocle
fre001366,Sophocle
fre001367,Sophocle
fre001368,Sophocle
fre001369,Sophocle
fre001370,Sophocle
fre001371,Sophocle
fre001793,Charles Sorel
fre001794,Charles Sorel
fre001795,Charles Sorel
fre001372,Nicolas Soret
fre001373,Germaine De Staël-Holstein
fre001374,Germaine De Staël-Holstein
fre001375,Adrien-Thomas Perdou De Subligny
fre001940,Léon Supersac
fre001376,Toussaint-Gaspard Taconet
fre001377,Toussaint-Gaspard Taconet
fre001941,Toussaint-Gaspard Taconet
fre001378,Toussaint-Gaspard Taconet
fre001379,Alexandre Tanevot
fre001380,
fre001942,Henry Trianon
fre001381,Pierre Trimouillat
fre001382,François Tristan L'Hermite
fre001383,François Tristan L'Hermite
fre001384,François Tristan L'Hermite
fre001385,François Tristan L'Hermite
fre001386,François Tristan L'Hermite
fre001927,Pierre Troterel
fre001387,Odet De Turnèbe
fre001388,Honoré D'Urfé
fre001389,Jean-Joseph Vadé
fre001390,Jean-Joseph Vadé
fre001796,Jean-Joseph Vadé
fre001556,Jean-Joseph Vadé
fre001391,Jean-Joseph Vadé
fre001392,Jean-Joseph Vadé
fre001943,Émile Valentin
fre001393,Vallée
fre001394,Vallée
fre001395,Émile Vander-Burch
fre001557,Eugène Verconsin
fre001944,Eugène Verconsin
fre001396,Eugène Verconsin
fre001397,Eugène Verconsin
fre001798,Antoine Verdié
fre001797,Antoine Verdié
fre001799,Antoine Verdié
fre001928,Veronneau
fre001398,M. De Vessaire
fre001399,Théophile De Viau
fre001400,Théophile De Viau
fre001401,Édouard Vierne
fre001402,P. Ludow Vigé
fre001800,P. Ludow Vigé
fre001945,Alfred De Musset
fre001403,Anne-Marie Gaillard
fre001405,Claude Deschamps De Villiers
fre001404,Auguste De Villiers De L'Isle-Adam
fre001406,Claude Deschamps De Villiers
fre001407,Claude-Henri De Fusée De Voisenon
fre001408,Voltaire
fre001409,Voltaire
fre001410,Voltaire
fre001411,Voltaire
fre001412,Voltaire
fre001413,Voltaire
fre001414,Voltaire
fre001415,Voltaire
fre001416,Voltaire
fre001417,Voltaire
fre001418,Voltaire
fre001419,Voltaire
fre001420,Voltaire
fre001421,Voltaire
fre001422,Voltaire
fre001423,Voltaire
fre001424,Voltaire
fre001425,Voltaire
fre001426,Voltaire
fre001427,Voltaire
fre001428,Voltaire
fre001558,Voltaire
fre001429,Voltaire
fre001430,Voltaire
fre001431,Voltaire
fre001432,Voltaire
fre001433,Voltaire
fre001434,Voltaire
fre001435,Voltaire
fre001436,Voltaire
fre001437,Voltaire
fre001438,Voltaire
fre001439,Voltaire
fre001440,Voltaire
fre001441,Voltaire
fre001442,Voltaire
fre001443,Voltaire
fre001444,Voltaire
fre001445,Voltaire
fre001446,Voltaire
fre001447,Voltaire
fre001448,Voltaire
fre001449,Voltaire
fre001450,Voltaire
fre001451,Voltaire
fre001452,Maurice Vondrebeck
fre001559,Émile Zola
fre001560,Émile Zola
