Play Name,Best Match (Match %),Match %,Best Match (Avg Cost),Avg Cost,Best Match (Similarity),Similarity,Best Match (Renaming),Renaming Weight
fre001585,,-1,,inf,,-1,,-1
fre000086,,-1,,inf,,-1,,-1
fre001827,,-1,,inf,,-1,,-1
fre000087,,-1,,inf,,-1,,-1
fre001828,,-1,,inf,,-1,,-1
fre001829,,-1,,inf,,-1,,-1
fre001586,,-1,,inf,,-1,,-1
fre001801,,-1,,inf,,-1,,-1
fre001802,,-1,,inf,,-1,,-1
fre001830,,-1,,inf,,-1,,-1
fre001839,,-1,,inf,,-1,,-1
fre001840,,-1,,inf,,-1,,-1
fre001817,,-1,,inf,,-1,,-1
fre001841,,-1,,inf,,-1,,-1
fre001844,,-1,,inf,,-1,,-1
fre001845,,-1,,inf,,-1,,-1
fre001807,,-1,,inf,,-1,,-1
fre001809,,-1,,inf,,-1,,-1
fre001811,,-1,,inf,,-1,,-1
fre001834,,-1,,inf,,-1,,-1
fre001835,,-1,,inf,,-1,,-1
fre001814,,-1,,inf,,-1,,-1
fre001587,,-1,,inf,,-1,,-1
fre001837,,-1,,inf,,-1,,-1
fre001815,,-1,,inf,,-1,,-1
fre001838,,-1,,inf,,-1,,-1
fre001842,,-1,,inf,,-1,,-1
fre001589,,-1,,inf,,-1,,-1
fre001847,,-1,,inf,,-1,,-1
fre001820,,-1,,inf,,-1,,-1
fre001849,,-1,,inf,,-1,,-1
fre001590,,-1,,inf,,-1,,-1
fre001852,,-1,,inf,,-1,,-1
fre001819,,-1,,inf,,-1,,-1
fre001804,,-1,,inf,,-1,,-1
fre001805,,-1,,inf,,-1,,-1
fre001808,,-1,,inf,,-1,,-1
fre001843,,-1,,inf,,-1,,-1
fre001588,,-1,,inf,,-1,,-1
fre001853,,-1,,inf,,-1,,-1
fre001591,,-1,,inf,,-1,,-1
fre001831,,-1,,inf,,-1,,-1
fre001803,,-1,,inf,,-1,,-1
fre001832,,-1,,inf,,-1,,-1
fre001833,,-1,,inf,,-1,,-1
fre001806,,-1,,inf,,-1,,-1
fre001810,,-1,,inf,,-1,,-1
fre001812,,-1,,inf,,-1,,-1
fre001813,,-1,,inf,,-1,,-1
fre001836,,-1,,inf,,-1,,-1
fre001816,,-1,,inf,,-1,,-1
fre001818,,-1,,inf,,-1,,-1
fre001846,,-1,,inf,,-1,,-1
fre001848,,-1,,inf,,-1,,-1
fre001850,,-1,,inf,,-1,,-1
fre001851,,-1,,inf,,-1,,-1
fre000088,,-1,,inf,,-1,,-1
fre000089,,-1,,inf,,-1,,-1
fre000090,,-1,,inf,,-1,,-1
fre000091,,-1,,inf,,-1,,-1
fre000092,,-1,,inf,,-1,,-1
fre000093,,-1,,inf,,-1,,-1
fre000094,,-1,,inf,,-1,,-1
fre000095,,-1,,inf,,-1,,-1
fre000096,,-1,,inf,,-1,,-1
fre001463,,-1,,inf,,-1,,-1
fre000097,,-1,,inf,,-1,,-1
fre001464,,-1,,inf,,-1,,-1
fre000098,,-1,,inf,,-1,,-1
fre001507,,-1,,inf,,-1,,-1
fre000099,,-1,,inf,,-1,,-1
fre000100,,-1,,inf,,-1,,-1
fre001607,,-1,,inf,,-1,,-1
fre001929,,-1,,inf,,-1,,-1
fre001511,,-1,,inf,,-1,,-1
fre001513,,-1,,inf,,-1,,-1
fre001512,,-1,,inf,,-1,,-1
fre001516,,-1,,inf,,-1,,-1
fre001515,,-1,,inf,,-1,,-1
fre001508,,-1,,inf,,-1,,-1
fre001510,,-1,,inf,,-1,,-1
fre001613,,-1,,inf,,-1,,-1
fre001612,,-1,,inf,,-1,,-1
fre001514,,-1,,inf,,-1,,-1
fre001592,,-1,,inf,,-1,,-1
fre001509,,-1,,inf,,-1,,-1
fre000101,,-1,,inf,,-1,,-1
fre000102,,-1,,inf,,-1,,-1
fre000103,,-1,,inf,,-1,,-1
fre001593,,-1,,inf,,-1,,-1
fre000115,,-1,,inf,,-1,,-1
fre000116,,-1,,inf,,-1,,-1
fre000104,,-1,,inf,,-1,,-1
fre001471,,-1,,inf,,-1,,-1
fre001594,,-1,,inf,,-1,,-1
fre001595,,-1,,inf,,-1,,-1
fre000105,,-1,,inf,,-1,,-1
fre000106,,-1,,inf,,-1,,-1
fre000107,,-1,,inf,,-1,,-1
fre001472,,-1,,inf,,-1,,-1
fre001473,,-1,,inf,,-1,,-1
fre001597,,-1,,inf,,-1,,-1
fre001596,,-1,,inf,,-1,,-1
fre001517,,-1,,inf,,-1,,-1
fre001598,,-1,,inf,,-1,,-1
fre001599,,-1,,inf,,-1,,-1
fre001474,,-1,,inf,,-1,,-1
fre000108,,-1,,inf,,-1,,-1
fre000109,,-1,,inf,,-1,,-1
fre001475,,-1,,inf,,-1,,-1
fre000110,,-1,,inf,,-1,,-1
fre000111,,-1,,inf,,-1,,-1
fre000112,,-1,,inf,,-1,,-1
fre000113,,-1,,inf,,-1,,-1
fre000114,,-1,,inf,,-1,,-1
fre001603,,-1,,inf,,-1,,-1
fre001604,,-1,,inf,,-1,,-1
fre001605,,-1,,inf,,-1,,-1
fre001601,,-1,,inf,,-1,,-1
fre001602,,-1,,inf,,-1,,-1
fre001600,,-1,,inf,,-1,,-1
fre001518,,-1,,inf,,-1,,-1
fre001606,,-1,,inf,,-1,,-1
fre000117,,-1,,inf,,-1,,-1
fre000118,,-1,,inf,,-1,,-1
fre000119,,-1,,inf,,-1,,-1
fre000120,,-1,,inf,,-1,,-1
fre000122,,-1,,inf,,-1,,-1
fre000121,,-1,,inf,,-1,,-1
fre000123,,-1,,inf,,-1,,-1
fre000126,,-1,,inf,,-1,,-1
fre000127,,-1,,inf,,-1,,-1
fre000128,,-1,,inf,,-1,,-1
fre000129,,-1,,inf,,-1,,-1
fre000124,,-1,,inf,,-1,,-1
fre000125,,-1,,inf,,-1,,-1
fre000130,,-1,,inf,,-1,,-1
fre000131,,-1,,inf,,-1,,-1
fre000132,,-1,,inf,,-1,,-1
fre001854,,-1,,inf,,-1,,-1
fre001519,,-1,,inf,,-1,,-1
fre000133,,-1,,inf,,-1,,-1
fre000136,,-1,,inf,,-1,,-1
fre000134,,-1,,inf,,-1,,-1
fre000135,,-1,,inf,,-1,,-1
fre000138,,-1,,inf,,-1,,-1
fre000137,,-1,,inf,,-1,,-1
fre000139,,-1,,inf,,-1,,-1
fre000140,,-1,,inf,,-1,,-1
fre001465,,-1,,inf,,-1,,-1
fre000142,,-1,,inf,,-1,,-1
fre000143,,-1,,inf,,-1,,-1
fre000141,,-1,,inf,,-1,,-1
fre000144,,-1,,inf,,-1,,-1
fre001614,,-1,,inf,,-1,,-1
fre000145,,-1,,inf,,-1,,-1
fre000146,,-1,,inf,,-1,,-1
fre000147,,-1,,inf,,-1,,-1
fre000148,,-1,,inf,,-1,,-1
fre000149,,-1,,inf,,-1,,-1
fre000150,,-1,,inf,,-1,,-1
fre000151,,-1,,inf,,-1,,-1
fre000152,,-1,,inf,,-1,,-1
fre000153,,-1,,inf,,-1,,-1
fre000154,,-1,,inf,,-1,,-1
fre000155,,-1,,inf,,-1,,-1
fre000156,,-1,,inf,,-1,,-1
fre000157,,-1,,inf,,-1,,-1
fre000158,,-1,,inf,,-1,,-1
fre000159,,-1,,inf,,-1,,-1
fre000160,,-1,,inf,,-1,,-1
fre000161,,-1,,inf,,-1,,-1
fre000162,,-1,,inf,,-1,,-1
fre000163,,-1,,inf,,-1,,-1
fre000164,,-1,,inf,,-1,,-1
fre000165,,-1,,inf,,-1,,-1
fre001855,,-1,,inf,,-1,,-1
fre001856,,-1,,inf,,-1,,-1
fre001615,,-1,,inf,,-1,,-1
fre000166,,-1,,inf,,-1,,-1
fre001616,,-1,,inf,,-1,,-1
fre000167,,-1,,inf,,-1,,-1
fre000168,,-1,,inf,,-1,,-1
fre001617,,-1,,inf,,-1,,-1
fre001618,,-1,,inf,,-1,,-1
fre000169,,-1,,inf,,-1,,-1
fre000170,,-1,,inf,,-1,,-1
fre000171,,-1,,inf,,-1,,-1
fre001857,,-1,,inf,,-1,,-1
fre000172,,-1,,inf,,-1,,-1
fre000173,,-1,,inf,,-1,,-1
fre000174,,-1,,inf,,-1,,-1
fre000175,,-1,,inf,,-1,,-1
fre000176,,-1,,inf,,-1,,-1
fre000177,,-1,,inf,,-1,,-1
fre000178,,-1,,inf,,-1,,-1
fre000179,,-1,,inf,,-1,,-1
fre000180,,-1,,inf,,-1,,-1
fre000181,,-1,,inf,,-1,,-1
fre000182,,-1,,inf,,-1,,-1
fre001858,,-1,,inf,,-1,,-1
fre000183,,-1,,inf,,-1,,-1
fre000184,,-1,,inf,,-1,,-1
fre000186,,-1,,inf,,-1,,-1
fre000187,,-1,,inf,,-1,,-1
fre000188,,-1,,inf,,-1,,-1
fre000189,,-1,,inf,,-1,,-1
fre000190,,-1,,inf,,-1,,-1
fre000191,,-1,,inf,,-1,,-1
fre000192,,-1,,inf,,-1,,-1
fre000193,,-1,,inf,,-1,,-1
fre000194,,-1,,inf,,-1,,-1
fre000195,,-1,,inf,,-1,,-1
fre000196,,-1,,inf,,-1,,-1
fre000197,,-1,,inf,,-1,,-1
fre000198,,-1,,inf,,-1,,-1
fre000199,,-1,,inf,,-1,,-1
fre000185,,-1,,inf,,-1,,-1
fre001619,,-1,,inf,,-1,,-1
fre000200,,-1,,inf,,-1,,-1
fre000201,,-1,,inf,,-1,,-1
fre000202,,-1,,inf,,-1,,-1
fre000203,,-1,,inf,,-1,,-1
fre000204,,-1,,inf,,-1,,-1
fre001859,,-1,,inf,,-1,,-1
fre001453,,-1,,inf,,-1,,-1
fre001622,,-1,,inf,,-1,,-1
fre001621,,-1,,inf,,-1,,-1
fre000205,,-1,,inf,,-1,,-1
fre001620,,-1,,inf,,-1,,-1
fre000206,,-1,,inf,,-1,,-1
fre001930,,-1,,inf,,-1,,-1
fre001623,,-1,,inf,,-1,,-1
fre000207,,-1,,inf,,-1,,-1
fre001624,,-1,,inf,,-1,,-1
fre000208,,-1,,inf,,-1,,-1
fre000209,,-1,,inf,,-1,,-1
fre000210,,-1,,inf,,-1,,-1
fre001625,,-1,,inf,,-1,,-1
fre000211,,-1,,inf,,-1,,-1
fre000212,,-1,,inf,,-1,,-1
fre000213,,-1,,inf,,-1,,-1
fre000214,,-1,,inf,,-1,,-1
fre000215,,-1,,inf,,-1,,-1
fre000216,,-1,,inf,,-1,,-1
fre000217,,-1,,inf,,-1,,-1
fre000218,,-1,,inf,,-1,,-1
fre000219,,-1,,inf,,-1,,-1
fre000220,,-1,,inf,,-1,,-1
fre000221,,-1,,inf,,-1,,-1
fre000222,,-1,,inf,,-1,,-1
fre000223,,-1,,inf,,-1,,-1
fre001454,,-1,,inf,,-1,,-1
fre000224,,-1,,inf,,-1,,-1
fre000225,,-1,,inf,,-1,,-1
fre000226,,-1,,inf,,-1,,-1
fre001520,,-1,,inf,,-1,,-1
fre001626,,-1,,inf,,-1,,-1
fre001521,,-1,,inf,,-1,,-1
fre001523,,-1,,inf,,-1,,-1
fre001526,,-1,,inf,,-1,,-1
fre001527,,-1,,inf,,-1,,-1
fre001529,,-1,,inf,,-1,,-1
fre001522,,-1,,inf,,-1,,-1
fre001525,,-1,,inf,,-1,,-1
fre001528,,-1,,inf,,-1,,-1
fre001530,,-1,,inf,,-1,,-1
fre001524,,-1,,inf,,-1,,-1
fre000229,,-1,,inf,,-1,,-1
fre000232,,-1,,inf,,-1,,-1
fre000227,,-1,,inf,,-1,,-1
fre000228,,-1,,inf,,-1,,-1
fre000230,,-1,,inf,,-1,,-1
fre000231,,-1,,inf,,-1,,-1
fre000233,,-1,,inf,,-1,,-1
fre001532,,-1,,inf,,-1,,-1
fre000234,,-1,,inf,,-1,,-1
fre000235,,-1,,inf,,-1,,-1
fre000236,,-1,,inf,,-1,,-1
fre000237,,-1,,inf,,-1,,-1
fre000238,,-1,,inf,,-1,,-1
fre000239,,-1,,inf,,-1,,-1
fre000240,,-1,,inf,,-1,,-1
fre000241,,-1,,inf,,-1,,-1
fre000242,,-1,,inf,,-1,,-1
fre000243,,-1,,inf,,-1,,-1
fre000244,,-1,,inf,,-1,,-1
fre000245,,-1,,inf,,-1,,-1
fre000246,,-1,,inf,,-1,,-1
fre000247,,-1,,inf,,-1,,-1
fre000248,,-1,,inf,,-1,,-1
fre000249,,-1,,inf,,-1,,-1
fre000250,,-1,,inf,,-1,,-1
fre000251,,-1,,inf,,-1,,-1
fre000252,,-1,,inf,,-1,,-1
fre000253,,-1,,inf,,-1,,-1
fre000254,,-1,,inf,,-1,,-1
fre000255,,-1,,inf,,-1,,-1
fre000256,,-1,,inf,,-1,,-1
fre000257,,-1,,inf,,-1,,-1
fre001531,,-1,,inf,,-1,,-1
fre001630,,-1,,inf,,-1,,-1
fre001535,,-1,,inf,,-1,,-1
fre001537,,-1,,inf,,-1,,-1
fre001631,,-1,,inf,,-1,,-1
fre001538,,-1,,inf,,-1,,-1
fre001632,,-1,,inf,,-1,,-1
fre001540,,-1,,inf,,-1,,-1
fre001627,,-1,,inf,,-1,,-1
fre001533,,-1,,inf,,-1,,-1
fre001534,,-1,,inf,,-1,,-1
fre001628,,-1,,inf,,-1,,-1
fre001629,,-1,,inf,,-1,,-1
fre001539,,-1,,inf,,-1,,-1
fre001633,,-1,,inf,,-1,,-1
fre001536,,-1,,inf,,-1,,-1
fre000258,,-1,,inf,,-1,,-1
fre000259,,-1,,inf,,-1,,-1
fre000260,,-1,,inf,,-1,,-1
fre000261,,-1,,inf,,-1,,-1
fre000262,,-1,,inf,,-1,,-1
fre000263,,-1,,inf,,-1,,-1
fre000264,,-1,,inf,,-1,,-1
fre000265,,-1,,inf,,-1,,-1
fre000266,,-1,,inf,,-1,,-1
fre000267,,-1,,inf,,-1,,-1
fre000268,,-1,,inf,,-1,,-1
fre000269,,-1,,inf,,-1,,-1
fre000270,,-1,,inf,,-1,,-1
fre000271,,-1,,inf,,-1,,-1
fre000272,,-1,,inf,,-1,,-1
fre000273,,-1,,inf,,-1,,-1
fre000274,,-1,,inf,,-1,,-1
fre000275,,-1,,inf,,-1,,-1
fre000276,,-1,,inf,,-1,,-1
fre000277,,-1,,inf,,-1,,-1
fre000278,,-1,,inf,,-1,,-1
fre001634,,-1,,inf,,-1,,-1
fre001636,,-1,,inf,,-1,,-1
fre001638,,-1,,inf,,-1,,-1
fre001640,,-1,,inf,,-1,,-1
fre001635,,-1,,inf,,-1,,-1
fre001637,,-1,,inf,,-1,,-1
fre001639,,-1,,inf,,-1,,-1
fre001641,,-1,,inf,,-1,,-1
fre000279,,-1,,inf,,-1,,-1
fre000280,,-1,,inf,,-1,,-1
fre001642,,-1,,inf,,-1,,-1
fre001643,,-1,,inf,,-1,,-1
fre000281,,-1,,inf,,-1,,-1
fre000282,,-1,,inf,,-1,,-1
fre000283,,-1,,inf,,-1,,-1
fre000284,,-1,,inf,,-1,,-1
fre000285,,-1,,inf,,-1,,-1
fre000286,,-1,,inf,,-1,,-1
fre000287,,-1,,inf,,-1,,-1
fre001644,,-1,,inf,,-1,,-1
fre001648,,-1,,inf,,-1,,-1
fre001646,,-1,,inf,,-1,,-1
fre001645,,-1,,inf,,-1,,-1
fre001647,,-1,,inf,,-1,,-1
fre001649,,-1,,inf,,-1,,-1
fre000288,,-1,,inf,,-1,,-1
fre000289,,-1,,inf,,-1,,-1
fre000290,,-1,,inf,,-1,,-1
fre000291,,-1,,inf,,-1,,-1
fre000292,,-1,,inf,,-1,,-1
fre000293,,-1,,inf,,-1,,-1
fre001476,,-1,,inf,,-1,,-1
fre001860,,-1,,inf,,-1,,-1
fre000294,,-1,,inf,,-1,,-1
fre000295,,-1,,inf,,-1,,-1
fre000296,,-1,,inf,,-1,,-1
fre000297,,-1,,inf,,-1,,-1
fre000298,,-1,,inf,,-1,,-1
fre000299,,-1,,inf,,-1,,-1
fre001650,,-1,,inf,,-1,,-1
fre000300,,-1,,inf,,-1,,-1
fre000301,,-1,,inf,,-1,,-1
fre000302,,-1,,inf,,-1,,-1
fre000303,,-1,,inf,,-1,,-1
fre000304,,-1,,inf,,-1,,-1
fre000305,,-1,,inf,,-1,,-1
fre000306,,-1,,inf,,-1,,-1
fre000307,,-1,,inf,,-1,,-1
fre000308,,-1,,inf,,-1,,-1
fre000309,,-1,,inf,,-1,,-1
fre001861,,-1,,inf,,-1,,-1
fre001862,,-1,,inf,,-1,,-1
fre000310,,-1,,inf,,-1,,-1
fre000311,,-1,,inf,,-1,,-1
fre001863,,-1,,inf,,-1,,-1
fre000312,,-1,,inf,,-1,,-1
fre001651,,-1,,inf,,-1,,-1
fre000313,,-1,,inf,,-1,,-1
fre000315,,-1,,inf,,-1,,-1
fre000316,,-1,,inf,,-1,,-1
fre000317,,-1,,inf,,-1,,-1
fre000318,,-1,,inf,,-1,,-1
fre000319,,-1,,inf,,-1,,-1
fre001653,,-1,,inf,,-1,,-1
fre001864,,-1,,inf,,-1,,-1
fre001865,,-1,,inf,,-1,,-1
fre001652,,-1,,inf,,-1,,-1
fre000314,,-1,,inf,,-1,,-1
fre000320,,-1,,inf,,-1,,-1
fre000321,,-1,,inf,,-1,,-1
fre000322,,-1,,inf,,-1,,-1
fre000323,,-1,,inf,,-1,,-1
fre000325,,-1,,inf,,-1,,-1
fre000324,,-1,,inf,,-1,,-1
fre000327,,-1,,inf,,-1,,-1
fre000326,,-1,,inf,,-1,,-1
fre000328,,-1,,inf,,-1,,-1
fre000329,,-1,,inf,,-1,,-1
fre000330,,-1,,inf,,-1,,-1
fre000331,,-1,,inf,,-1,,-1
fre000332,,-1,,inf,,-1,,-1
fre000333,,-1,,inf,,-1,,-1
fre000335,,-1,,inf,,-1,,-1
fre000334,,-1,,inf,,-1,,-1
fre000337,,-1,,inf,,-1,,-1
fre000336,,-1,,inf,,-1,,-1
fre000338,,-1,,inf,,-1,,-1
fre000339,,-1,,inf,,-1,,-1
fre000340,,-1,,inf,,-1,,-1
fre000341,,-1,,inf,,-1,,-1
fre000342,,-1,,inf,,-1,,-1
fre000343,,-1,,inf,,-1,,-1
fre000344,,-1,,inf,,-1,,-1
fre000345,,-1,,inf,,-1,,-1
fre000346,,-1,,inf,,-1,,-1
fre000347,,-1,,inf,,-1,,-1
fre000348,,-1,,inf,,-1,,-1
fre000349,,-1,,inf,,-1,,-1
fre000350,,-1,,inf,,-1,,-1
fre000351,,-1,,inf,,-1,,-1
fre000352,,-1,,inf,,-1,,-1
fre000353,,-1,,inf,,-1,,-1
fre000354,,-1,,inf,,-1,,-1
fre000355,,-1,,inf,,-1,,-1
fre000357,,-1,,inf,,-1,,-1
fre000356,,-1,,inf,,-1,,-1
fre000358,,-1,,inf,,-1,,-1
fre000359,,-1,,inf,,-1,,-1
fre000360,,-1,,inf,,-1,,-1
fre001477,,-1,,inf,,-1,,-1
fre000361,,-1,,inf,,-1,,-1
fre000362,,-1,,inf,,-1,,-1
fre000363,,-1,,inf,,-1,,-1
fre000364,,-1,,inf,,-1,,-1
fre000365,,-1,,inf,,-1,,-1
fre000366,,-1,,inf,,-1,,-1
fre000367,,-1,,inf,,-1,,-1
fre000368,,-1,,inf,,-1,,-1
fre000369,,-1,,inf,,-1,,-1
fre000370,,-1,,inf,,-1,,-1
fre000371,,-1,,inf,,-1,,-1
fre000372,,-1,,inf,,-1,,-1
fre000373,,-1,,inf,,-1,,-1
fre000374,,-1,,inf,,-1,,-1
fre000375,,-1,,inf,,-1,,-1
fre000376,,-1,,inf,,-1,,-1
fre000377,,-1,,inf,,-1,,-1
fre000378,,-1,,inf,,-1,,-1
fre000379,,-1,,inf,,-1,,-1
fre000380,,-1,,inf,,-1,,-1
fre000381,,-1,,inf,,-1,,-1
fre000382,,-1,,inf,,-1,,-1
fre000383,,-1,,inf,,-1,,-1
fre000384,,-1,,inf,,-1,,-1
fre000385,,-1,,inf,,-1,,-1
fre000386,,-1,,inf,,-1,,-1
fre000387,,-1,,inf,,-1,,-1
fre000388,,-1,,inf,,-1,,-1
fre000389,,-1,,inf,,-1,,-1
fre000391,,-1,,inf,,-1,,-1
fre000390,,-1,,inf,,-1,,-1
fre001654,,-1,,inf,,-1,,-1
fre001478,,-1,,inf,,-1,,-1
fre001479,,-1,,inf,,-1,,-1
fre001480,,-1,,inf,,-1,,-1
fre001660,,-1,,inf,,-1,,-1
fre001661,,-1,,inf,,-1,,-1
fre000392,,-1,,inf,,-1,,-1
fre001481,,-1,,inf,,-1,,-1
fre001482,,-1,,inf,,-1,,-1
fre001483,,-1,,inf,,-1,,-1
fre001662,,-1,,inf,,-1,,-1
fre001541,,-1,,inf,,-1,,-1
fre001484,,-1,,inf,,-1,,-1
fre001655,,-1,,inf,,-1,,-1
fre001663,,-1,,inf,,-1,,-1
fre001664,,-1,,inf,,-1,,-1
fre001542,,-1,,inf,,-1,,-1
fre001671,,-1,,inf,,-1,,-1
fre001675,,-1,,inf,,-1,,-1
fre001658,,-1,,inf,,-1,,-1
fre001659,,-1,,inf,,-1,,-1
fre001668,,-1,,inf,,-1,,-1
fre001656,,-1,,inf,,-1,,-1
fre001657,,-1,,inf,,-1,,-1
fre001485,,-1,,inf,,-1,,-1
fre001665,,-1,,inf,,-1,,-1
fre000393,,-1,,inf,,-1,,-1
fre001666,,-1,,inf,,-1,,-1
fre001667,,-1,,inf,,-1,,-1
fre001486,,-1,,inf,,-1,,-1
fre001487,,-1,,inf,,-1,,-1
fre001669,,-1,,inf,,-1,,-1
fre001670,,-1,,inf,,-1,,-1
fre001488,,-1,,inf,,-1,,-1
fre001489,,-1,,inf,,-1,,-1
fre001672,,-1,,inf,,-1,,-1
fre001490,,-1,,inf,,-1,,-1
fre000394,,-1,,inf,,-1,,-1
fre001491,,-1,,inf,,-1,,-1
fre000395,,-1,,inf,,-1,,-1
fre001673,,-1,,inf,,-1,,-1
fre001674,,-1,,inf,,-1,,-1
fre000397,,-1,,inf,,-1,,-1
fre000398,,-1,,inf,,-1,,-1
fre000399,,-1,,inf,,-1,,-1
fre000400,,-1,,inf,,-1,,-1
fre000401,,-1,,inf,,-1,,-1
fre000402,,-1,,inf,,-1,,-1
fre000403,,-1,,inf,,-1,,-1
fre000404,,-1,,inf,,-1,,-1
fre000405,,-1,,inf,,-1,,-1
fre000396,,-1,,inf,,-1,,-1
fre000406,,-1,,inf,,-1,,-1
fre001676,,-1,,inf,,-1,,-1
fre001677,,-1,,inf,,-1,,-1
fre000407,,-1,,inf,,-1,,-1
fre000408,,-1,,inf,,-1,,-1
fre000409,,-1,,inf,,-1,,-1
fre000410,,-1,,inf,,-1,,-1
